Frequency [Hz]	 X-Axis [uT]	Y-Axis [uT]	Z-Axis [uT]	Total [uT]
143	0.3236	0.2506	0.3970	0.5702
144	0.0181	0.0109	0.0246	0.0324
145	0.0038	0.0032	0.0051	0.0071
146	0.0044	0.0028	0.0017	0.0055
147	0.0012	0.0022	0.0026	0.0036
148	0.0028	0.0010	0.0013	0.0032
149	0.0023	0.0040	0.0055	0.0072
150	0.0006	0.0011	0.0052	0.0053
151	0.0042	0.0023	0.0022	0.0053
152	0.0031	0.0025	0.0027	0.0048
153	0.0012	0.0025	0.0026	0.0038
154	0.0001	0.0052	0.0034	0.0062
155	0.0011	0.0027	0.0034	0.0044
156	0.0013	0.0027	0.0022	0.0037
157	0.0036	0.0013	0.0031	0.0049
158	0.0030	0.0029	0.0014	0.0044
159	0.0030	0.0059	0.0041	0.0078
160	0.0028	0.0051	0.0039	0.0070
161	0.0027	0.0035	0.0030	0.0053
162	0.0034	0.0026	0.0023	0.0049
163	0.0074	0.0094	0.0105	0.0160
164	0.0008	0.0012	0.0010	0.0017
165	0.0026	0.0025	0.0031	0.0048
166	0.0013	0.0025	0.0039	0.0048
167	0.0030	0.0025	0.0049	0.0062
168	0.0029	0.0061	0.0019	0.0070
169	0.0013	0.0061	0.0034	0.0071
170	0.0017	0.0032	0.0033	0.0049
171	0.0007	0.0036	0.0021	0.0043
172	0.0011	0.0036	0.0032	0.0049
173	0.0016	0.0028	0.0003	0.0032
174	0.0010	0.0026	0.0024	0.0037
175	0.0003	0.0028	0.0028	0.0040
176	0.0014	0.0003	0.0024	0.0028
177	0.0027	0.0021	0.0034	0.0049
178	0.0032	0.0046	0.0005	0.0056
179	0.0027	0.0032	0.0021	0.0047
180	0.0023	0.0032	0.0028	0.0048
181	0.0033	0.0021	0.0015	0.0042
182	0.0014	0.0020	0.0029	0.0038
183	0.0004	0.0028	0.0009	0.0030
184	0.0015	0.0031	0.0013	0.0036
185	0.0024	0.0014	0.0014	0.0031
186	0.0012	0.0033	0.0028	0.0045
187	0.0018	0.0028	0.0028	0.0043
188	0.0004	0.0032	0.0031	0.0045
189	0.0016	0.0008	0.0030	0.0035
190	0.0008	0.0018	0.0028	0.0034
191	0.0051	0.0034	0.0007	0.0062
192	0.0038	0.0049	0.0026	0.0067
193	0.0054	0.0097	0.0041	0.0118
194	0.0025	0.0054	0.0032	0.0068
195	0.0017	0.0051	0.0018	0.0057
196	0.0041	0.0048	0.0011	0.0065
197	0.0032	0.0043	0.0007	0.0054
198	0.0015	0.0032	0.0018	0.0040
199	0.0055	0.0028	0.0024	0.0066
200	0.0033	0.0015	0.0031	0.0047
201	0.0925	0.1055	0.0276	0.1430
202	0.0036	0.0037	0.0039	0.0064
203	0.0037	0.0037	0.0038	0.0065
204	0.0021	0.0055	0.0041	0.0072
205	0.0013	0.0063	0.0015	0.0067
206	0.0013	0.0026	0.0018	0.0034
207	0.0019	0.0022	0.0014	0.0032
208	0.0007	0.0029	0.0012	0.0032
209	0.0058	0.0029	0.0032	0.0072
210	0.0042	0.0062	0.0007	0.0075
211	0.0016	0.0014	0.0016	0.0027
212	0.0019	0.0030	0.0024	0.0043
213	0.0015	0.0021	0.0021	0.0033
214	0.0031	0.0040	0.0022	0.0055
215	0.0011	0.0020	0.0013	0.0027
216	0.0008	0.0037	0.0015	0.0040
217	0.0028	0.0009	0.0008	0.0030
218	0.0017	0.0029	0.0019	0.0039
219	0.0007	0.0034	0.0011	0.0036
220	0.0026	0.0024	0.0012	0.0038
221	0.0009	0.0028	0.0010	0.0031
222	0.0006	0.0040	0.0007	0.0041
223	0.0024	0.0009	0.0011	0.0028
224	0.0039	0.0040	0.0030	0.0063
225	0.0018	0.0045	0.0041	0.0064
226	0.0031	0.0041	0.0023	0.0056
227	0.0006	0.0028	0.0033	0.0044
228	0.0021	0.0013	0.0023	0.0034
229	0.0017	0.0022	0.0017	0.0033
230	0.0018	0.0017	0.0044	0.0051
231	0.0006	0.0032	0.0008	0.0034
232	0.0014	0.0015	0.0019	0.0028
233	0.0012	0.0018	0.0023	0.0031
234	0.0026	0.0043	0.0015	0.0052
235	0.0009	0.0027	0.0011	0.0031
236	0.0019	0.0011	0.0016	0.0028
237	0.0016	0.0017	0.0007	0.0025
238	0.0018	0.0029	0.0014	0.0037
239	0.0006	0.0019	0.0024	0.0032
240	0.0031	0.0013	0.0036	0.0050
241	0.0028	0.0028	0.0021	0.0045
242	0.0003	0.0014	0.0017	0.0023
243	0.0007	0.0001	0.0032	0.0033
244	0.0007	0.0029	0.0019	0.0035
245	0.0027	0.0010	0.0012	0.0031
246	0.0012	0.0016	0.0019	0.0028
247	0.0004	0.0021	0.0004	0.0022
248	0.0012	0.0031	0.0019	0.0038
249	0.0016	0.0024	0.0033	0.0043
250	0.0021	0.0022	0.0019	0.0036
251	0.0030	0.0016	0.0017	0.0038
252	0.0015	0.0024	0.0021	0.0035
253	0.0013	0.0022	0.0019	0.0032
254	0.0010	0.0016	0.0021	0.0028
255	0.0011	0.0025	0.0019	0.0033
256	0.0026	0.0028	0.0013	0.0040
257	0.0017	0.0033	0.0017	0.0040
258	0.0032	0.0019	0.0017	0.0041
259	0.0013	0.0005	0.0022	0.0026
260	0.0016	0.0003	0.0019	0.0024
261	0.0013	0.0017	0.0016	0.0027
262	0.0017	0.0013	0.0009	0.0024
263	0.0015	0.0020	0.0004	0.0026
264	0.0013	0.0015	0.0018	0.0027
265	0.0001	0.0015	0.0006	0.0016
266	0.0019	0.0020	0.0034	0.0044
267	0.0024	0.0029	0.0022	0.0043
268	0.0023	0.0038	0.0015	0.0047
269	0.0018	0.0015	0.0007	0.0025
270	0.0015	0.0028	0.0019	0.0037
271	0.0024	0.0025	0.0019	0.0039
272	0.0031	0.0035	0.0037	0.0059
273	0.0025	0.0020	0.0009	0.0033
274	0.0014	0.0016	0.0012	0.0025
275	0.0008	0.0023	0.0011	0.0026
276	0.0017	0.0024	0.0021	0.0036
277	0.0025	0.0042	0.0021	0.0053
278	0.0006	0.0024	0.0018	0.0031
279	0.0027	0.0032	0.0004	0.0042
280	0.0023	0.0022	0.0003	0.0032
281	0.0006	0.0010	0.0013	0.0017
282	0.0006	0.0010	0.0016	0.0019
283	0.0027	0.0015	0.0020	0.0036
284	0.0020	0.0024	0.0006	0.0032
285	0.0011	0.0029	0.0025	0.0040
286	0.0035	0.0072	0.0018	0.0082
287	0.0013	0.0039	0.0010	0.0042
288	0.0011	0.0010	0.0022	0.0027
289	0.0019	0.0024	0.0006	0.0031
290	0.0010	0.0017	0.0023	0.0030
291	0.0007	0.0018	0.0005	0.0020
292	0.0036	0.0018	0.0029	0.0049
293	0.0037	0.0026	0.0009	0.0046
294	0.0018	0.0037	0.0022	0.0046
295	0.0022	0.0024	0.0020	0.0038
296	0.0020	0.0034	0.0002	0.0039
297	0.0007	0.0028	0.0003	0.0029
298	0.0001	0.0017	0.0019	0.0025
299	0.0005	0.0022	0.0027	0.0035
300	0.0016	0.0049	0.0005	0.0051
301	0.0064	0.0083	0.0027	0.0108
302	0.0040	0.0046	0.0016	0.0063
303	0.0011	0.0014	0.0012	0.0021
304	0.0013	0.0015	0.0014	0.0025
305	0.0009	0.0021	0.0016	0.0028
306	0.0008	0.0017	0.0024	0.0031
307	0.0019	0.0019	0.0020	0.0033
308	0.0010	0.0038	0.0015	0.0042
309	0.0026	0.0010	0.0009	0.0029
310	0.0034	0.0069	0.0012	0.0077
311	0.0018	0.0022	0.0025	0.0038
312	0.0012	0.0014	0.0007	0.0020
313	0.0013	0.0004	0.0024	0.0027
314	0.0004	0.0013	0.0015	0.0020
315	0.0018	0.0015	0.0009	0.0025
316	0.0005	0.0016	0.0021	0.0027
317	0.0017	0.0003	0.0007	0.0019
318	0.0012	0.0008	0.0020	0.0024
319	0.0007	0.0020	0.0018	0.0027
320	0.0018	0.0014	0.0006	0.0024
321	0.0006	0.0020	0.0023	0.0031
322	0.0013	0.0011	0.0026	0.0031
323	0.0014	0.0015	0.0005	0.0021
324	0.0018	0.0017	0.0017	0.0030
325	0.0013	0.0024	0.0020	0.0034
326	0.0008	0.0022	0.0028	0.0037
327	0.0028	0.0023	0.0004	0.0036
328	0.0006	0.0009	0.0015	0.0018
329	0.0011	0.0014	0.0019	0.0026
330	0.0010	0.0022	0.0005	0.0025
331	0.0008	0.0023	0.0020	0.0031
332	0.0006	0.0009	0.0014	0.0018
333	0.0017	0.0016	0.0015	0.0028
334	0.0010	0.0009	0.0006	0.0015
335	0.0023	0.0005	0.0029	0.0038
336	0.0005	0.0016	0.0025	0.0030
337	0.0014	0.0008	0.0025	0.0030
338	0.0012	0.0022	0.0009	0.0027
339	0.0017	0.0020	0.0015	0.0030
340	0.0009	0.0019	0.0009	0.0023
341	0.0008	0.0018	0.0007	0.0020
342	0.0011	0.0007	0.0002	0.0013
343	0.0009	0.0006	0.0013	0.0017
344	0.0012	0.0005	0.0032	0.0034
345	0.0005	0.0005	0.0011	0.0013
346	0.0020	0.0017	0.0023	0.0034
347	0.0006	0.0020	0.0022	0.0030
348	0.0014	0.0023	0.0007	0.0028
349	0.0031	0.0014	0.0015	0.0037
350	0.0006	0.0016	0.0005	0.0018
351	0.0016	0.0020	0.0015	0.0030
352	0.0011	0.0019	0.0009	0.0023
353	0.0007	0.0011	0.0020	0.0024
354	0.0014	0.0014	0.0023	0.0031
355	0.0018	0.0026	0.0020	0.0037
356	0.0010	0.0009	0.0023	0.0027
357	0.0017	0.0015	0.0020	0.0030
358	0.0010	0.0009	0.0017	0.0022
359	0.0011	0.0015	0.0011	0.0022
360	0.0006	0.0017	0.0008	0.0020
361	0.0012	0.0032	0.0010	0.0035
362	0.0009	0.0021	0.0008	0.0024
363	0.0013	0.0021	0.0022	0.0033
364	0.0034	0.0021	0.0015	0.0042
365	0.0002	0.0024	0.0013	0.0027
366	0.0002	0.0018	0.0011	0.0021
367	0.0008	0.0007	0.0015	0.0018
368	0.0013	0.0008	0.0012	0.0019
369	0.0006	0.0017	0.0008	0.0020
370	0.0017	0.0019	0.0021	0.0033
371	0.0018	0.0012	0.0013	0.0025
372	0.0011	0.0016	0.0016	0.0025
373	0.0020	0.0022	0.0012	0.0032
374	0.0008	0.0023	0.0010	0.0027
375	0.0025	0.0022	0.0010	0.0034
376	0.0018	0.0018	0.0010	0.0028
377	0.0002	0.0023	0.0018	0.0030
378	0.0015	0.0016	0.0018	0.0029
379	0.0016	0.0026	0.0002	0.0030
380	0.0009	0.0013	0.0016	0.0023
381	0.0002	0.0015	0.0012	0.0019
382	0.0019	0.0011	0.0027	0.0035
383	0.0009	0.0015	0.0012	0.0021
384	0.0013	0.0012	0.0000	0.0017
385	0.0008	0.0041	0.0025	0.0049
386	0.0022	0.0007	0.0010	0.0025
