Frequency [Hz]	 X-Axis [uT]	Y-Axis [uT]	Z-Axis [uT]	Total [uT]
0	77.3248	36.5204	-14.7792	86.7830
1	0.5333	0.2409	0.2698	0.6444
2	0.2334	0.1157	0.1630	0.3073
3	0.1630	0.0953	0.0964	0.2120
4	0.1094	0.1178	0.0771	0.1783
5	0.0978	0.1287	0.0834	0.1819
6	0.0842	0.4208	0.0804	0.4366
7	0.1685	0.5247	0.2246	0.5951
8	0.0803	0.1598	0.1110	0.2105
9	0.0832	0.1069	0.0680	0.1516
10	0.0763	0.0745	0.0729	0.1292
11	0.0589	0.0534	0.0396	0.0888
12	0.0573	0.0407	0.0379	0.0799
13	0.1468	0.1816	0.1190	0.2621
14	0.0381	0.0726	0.0580	0.1005
15	0.0353	0.0398	0.0425	0.0681
16	0.0327	0.0290	0.0452	0.0629
17	0.0193	0.0152	0.0342	0.0422
18	0.0288	0.0254	0.0316	0.0497
19	0.0638	0.0261	0.0232	0.0727
20	0.0493	0.0892	0.0406	0.1097
21	0.0232	0.0169	0.0271	0.0394
22	0.0436	0.0580	0.0543	0.0906
23	0.0360	0.0308	0.0130	0.0491
24	0.0256	0.0412	0.0327	0.0585
25	0.0509	0.0415	0.0205	0.0688
26	0.0226	0.0346	0.0245	0.0480
27	0.0200	0.0161	0.0256	0.0363
28	0.0174	0.0127	0.0219	0.0307
29	0.0223	0.0139	0.0151	0.0303
30	0.0206	0.0159	0.0173	0.0312
31	0.0244	0.0240	0.0182	0.0387
32	0.0377	0.0230	0.0260	0.0512
33	0.0640	0.0368	0.0263	0.0784
34	0.0245	0.0216	0.0082	0.0337
35	0.0069	0.0128	0.0089	0.0170
36	0.0107	0.0088	0.0072	0.0156
37	0.0274	0.0161	0.0043	0.0321
38	0.0219	0.0179	0.0097	0.0299
39	0.0150	0.0088	0.0056	0.0183
40	0.0095	0.0133	0.0177	0.0241
41	0.0089	0.0117	0.0180	0.0233
42	0.0126	0.0097	0.0103	0.0190
43	0.0077	0.0087	0.0149	0.0189
44	0.0162	0.0148	0.0111	0.0246
45	0.0146	0.0100	0.0075	0.0192
46	0.0181	0.0147	0.0137	0.0271
47	0.0128	0.0122	0.0116	0.0211
48	0.0118	0.0120	0.0109	0.0201
49	0.0133	0.0094	0.0054	0.0171
50	0.0142	0.0058	0.0247	0.0290
51	0.0081	0.0095	0.0130	0.0180
52	0.0146	0.0113	0.0074	0.0199
