Frequency [Hz]	 X-Axis [uT]	Y-Axis [uT]	Z-Axis [uT]	Total [uT]
0	-45.1060	-46.2383	63.1181	90.3130
1	0.0708	0.0821	0.1455	0.1814
2	0.0478	0.0243	0.0537	0.0759
3	0.0144	0.0133	0.0381	0.0429
4	0.1811	0.0419	0.0751	0.2005
5	0.0327	0.0155	0.0376	0.0522
6	0.0069	0.0105	0.0091	0.0156
7	0.0093	0.0149	0.0076	0.0192
8	0.0347	0.0529	0.0238	0.0676
9	0.0048	0.0108	0.0089	0.0148
10	0.0067	0.0060	0.0058	0.0107
11	0.0024	0.0129	0.0158	0.0205
12	0.0012	0.0100	0.0138	0.0171
13	0.0036	0.0039	0.0060	0.0080
14	0.0026	0.0082	0.0049	0.0099
15	0.0032	0.0022	0.0025	0.0046
16	0.0085	0.0076	0.0116	0.0163
17	0.0146	0.0155	0.0060	0.0221
18	0.0156	0.0110	0.0093	0.0212
19	0.0079	0.0169	0.0094	0.0208
20	0.0044	0.0089	0.0084	0.0130
21	0.0075	0.0141	0.0099	0.0188
22	0.0040	0.0039	0.0089	0.0105
23	0.0034	0.0052	0.0040	0.0074
24	0.0054	0.0058	0.0103	0.0130
25	0.0040	0.0049	0.0083	0.0104
26	0.0013	0.0009	0.0028	0.0033
27	0.0074	0.0066	0.0044	0.0108
28	0.0089	0.0153	0.0094	0.0200
29	0.0103	0.0214	0.0111	0.0263
30	0.0020	0.0068	0.0034	0.0079
31	0.0018	0.0025	0.0054	0.0062
32	0.0017	0.0028	0.0045	0.0056
33	0.0013	0.0005	0.0049	0.0051
34	0.0010	0.0088	0.0036	0.0096
35	0.0061	0.0084	0.0038	0.0110
36	0.0032	0.0054	0.0021	0.0066
37	0.0031	0.0070	0.0031	0.0082
38	0.0024	0.0044	0.0071	0.0087
39	0.0037	0.0064	0.0043	0.0085
40	0.0022	0.0019	0.0035	0.0046
41	0.0003	0.0028	0.0033	0.0043
42	0.0032	0.0034	0.0045	0.0065
43	0.0040	0.0031	0.0028	0.0058
44	0.0004	0.0040	0.0016	0.0043
45	0.0025	0.0024	0.0042	0.0055
46	0.0026	0.0052	0.0051	0.0077
47	0.0013	0.0040	0.0032	0.0053
48	0.0044	0.0072	0.0031	0.0090
49	0.0052	0.0014	0.0028	0.0061
50	0.0070	0.0367	0.0039	0.0375
51	0.0051	0.0085	0.0012	0.0100
52	0.0013	0.0027	0.0023	0.0038
53	0.0031	0.0031	0.0022	0.0049
54	0.0017	0.0059	0.0037	0.0071
55	0.0047	0.0085	0.0045	0.0107
56	0.0013	0.0012	0.0002	0.0018
57	0.0077	0.0099	0.0073	0.0145
58	0.0033	0.0058	0.0042	0.0079
59	0.0018	0.0036	0.0022	0.0046
60	0.0023	0.0025	0.0027	0.0044
61	0.0023	0.0016	0.0018	0.0033
62	0.0024	0.0026	0.0011	0.0037
63	0.0013	0.0008	0.0026	0.0030
64	0.0021	0.0035	0.0021	0.0046
65	0.0015	0.0010	0.0039	0.0043
66	0.0014	0.0012	0.0028	0.0034
67	0.0030	0.0072	0.0024	0.0082
68	0.0024	0.0013	0.0042	0.0050
69	0.0014	0.0014	0.0036	0.0041
70	0.0006	0.0034	0.0025	0.0043
71	0.0008	0.0033	0.0024	0.0042
72	0.0012	0.0049	0.0019	0.0054
73	0.0013	0.0054	0.0042	0.0069
74	0.0019	0.0022	0.0013	0.0032
75	0.0025	0.0032	0.0042	0.0058
76	0.0027	0.0023	0.0022	0.0042
77	0.0014	0.0020	0.0028	0.0037
78	0.0025	0.0021	0.0036	0.0048
79	0.0012	0.0002	0.0006	0.0013
80	0.0022	0.0027	0.0034	0.0049
81	0.0018	0.0021	0.0029	0.0040
82	0.0010	0.0027	0.0011	0.0031
83	0.0007	0.0037	0.0028	0.0047
84	0.0035	0.0021	0.0009	0.0042
85	0.0042	0.0013	0.0023	0.0050
86	0.0024	0.0044	0.0026	0.0056
87	0.0019	0.0009	0.0035	0.0041
88	0.0015	0.0011	0.0009	0.0021
89	0.0007	0.0040	0.0021	0.0046
90	0.0017	0.0020	0.0031	0.0040
91	0.0025	0.0019	0.0013	0.0034
92	0.0029	0.0027	0.0039	0.0055
93	0.0039	0.0021	0.0034	0.0056
94	0.0017	0.0024	0.0022	0.0036
95	0.0008	0.0022	0.0016	0.0028
96	0.0023	0.0031	0.0013	0.0040
97	0.0005	0.0011	0.0023	0.0026
98	0.0033	0.0005	0.0018	0.0038
99	0.0007	0.0027	0.0014	0.0031
100	0.0031	0.0017	0.0034	0.0049
101	0.0016	0.0004	0.0015	0.0022
102	0.0010	0.0009	0.0010	0.0017
103	0.0003	0.0011	0.0004	0.0012
104	0.0003	0.0027	0.0007	0.0028
105	0.0008	0.0020	0.0020	0.0030
106	0.0009	0.0022	0.0028	0.0037
107	0.0020	0.0031	0.0029	0.0046
108	0.0014	0.0009	0.0023	0.0028
109	0.0005	0.0019	0.0025	0.0032
110	0.0013	0.0014	0.0005	0.0019
111	0.0010	0.0012	0.0018	0.0024
112	0.0013	0.0011	0.0015	0.0023
113	0.0027	0.0021	0.0004	0.0034
114	0.0010	0.0022	0.0036	0.0043
115	0.0005	0.0011	0.0018	0.0022
116	0.0015	0.0012	0.0018	0.0026
117	0.0020	0.0027	0.0004	0.0034
118	0.0014	0.0013	0.0013	0.0023
119	0.0017	0.0002	0.0010	0.0020
120	0.0025	0.0006	0.0009	0.0027
121	0.0011	0.0024	0.0008	0.0028
122	0.0009	0.0030	0.0014	0.0034
123	0.0005	0.0005	0.0019	0.0021
124	0.0023	0.0022	0.0034	0.0047
125	0.0004	0.0005	0.0017	0.0018
126	0.0005	0.0007	0.0028	0.0029
127	0.0026	0.0013	0.0023	0.0037
128	0.0016	0.0016	0.0005	0.0023
129	0.0014	0.0015	0.0032	0.0038
130	0.0007	0.0013	0.0007	0.0016
131	0.0017	0.0025	0.0008	0.0031
