Frequency [Hz]	 X-Axis [uT]	Y-Axis [uT]	Z-Axis [uT]	Total [uT]
343	0.0029	0.0012	0.0010	0.0033
344	0.0013	0.0002	0.0016	0.0021
345	0.0043	0.0026	0.0025	0.0056
346	0.0047	0.0014	0.0014	0.0051
347	0.0013	0.0019	0.0016	0.0027
348	0.0021	0.0009	0.0009	0.0024
349	0.0017	0.0019	0.0028	0.0038
350	0.0049	0.0021	0.0005	0.0054
351	0.0014	0.0012	0.0027	0.0033
352	0.0014	0.0019	0.0009	0.0025
353	0.0002	0.0027	0.0015	0.0031
354	0.0027	0.0002	0.0011	0.0029
355	0.0037	0.0012	0.0029	0.0049
356	0.0017	0.0024	0.0023	0.0037
357	0.0016	0.0008	0.0019	0.0026
358	0.0011	0.0008	0.0036	0.0039
359	0.0018	0.0020	0.0011	0.0029
360	0.0021	0.0019	0.0007	0.0029
361	0.0064	0.0003	0.0048	0.0080
362	0.0029	0.0007	0.0051	0.0059
363	0.0026	0.0016	0.0038	0.0049
364	0.0016	0.0016	0.0047	0.0052
365	0.0012	0.0018	0.0031	0.0037
366	0.0009	0.0006	0.0017	0.0020
367	0.0015	0.0019	0.0021	0.0033
368	0.0040	0.0011	0.0033	0.0053
369	0.0047	0.0027	0.0005	0.0054
370	0.0018	0.0018	0.0004	0.0025
371	0.0017	0.0028	0.0028	0.0043
372	0.0017	0.0007	0.0009	0.0020
373	0.0031	0.0030	0.0032	0.0054
374	0.0023	0.0017	0.0016	0.0033
375	0.0013	0.0009	0.0010	0.0018
376	0.0038	0.0020	0.0022	0.0048
377	0.0034	0.0022	0.0026	0.0048
378	0.0028	0.0013	0.0003	0.0031
379	0.0036	0.0046	0.0010	0.0059
380	0.0035	0.0020	0.0024	0.0047
381	0.0028	0.0004	0.0007	0.0029
382	0.0028	0.0017	0.0016	0.0036
383	0.0015	0.0015	0.0021	0.0030
384	0.0017	0.0026	0.0005	0.0031
385	0.0027	0.0013	0.0020	0.0036
386	0.0036	0.0007	0.0025	0.0045
