Frequency [Hz]	 X-Axis [uT]	Y-Axis [uT]	Z-Axis [uT]	Total [uT]
0	-79.8781	58.0001	19.0199	100.5300
1	0.1242	0.0955	0.3424	0.3765
2	0.0111	0.0924	0.2466	0.2636
3	0.0160	0.0731	0.1964	0.2102
4	0.4857	0.4155	0.5368	0.8347
5	0.0363	0.0673	0.0752	0.1072
6	0.0176	0.0453	0.0598	0.0770
7	0.0255	0.0369	0.0515	0.0683
8	0.0675	0.0585	0.2131	0.2311
9	0.0124	0.0172	0.0550	0.0590
10	0.0273	0.0149	0.0549	0.0632
11	0.0257	0.0131	0.0575	0.0644
12	0.0083	0.0310	0.0254	0.0409
13	0.0156	0.0173	0.0282	0.0366
14	0.0109	0.0138	0.0371	0.0411
15	0.0128	0.0107	0.0249	0.0299
16	0.0374	0.0167	0.0319	0.0519
17	0.0052	0.0255	0.0265	0.0371
18	0.0215	0.0379	0.0568	0.0716
19	0.0156	0.0056	0.0430	0.0461
20	0.0091	0.0010	0.0210	0.0229
21	0.0191	0.0276	0.0350	0.0485
22	0.0088	0.0274	0.0168	0.0333
23	0.0071	0.0063	0.0133	0.0164
24	0.0112	0.0109	0.0200	0.0254
25	0.0135	0.0075	0.0192	0.0247
26	0.0120	0.0048	0.0176	0.0219
27	0.0238	0.0275	0.0341	0.0498
28	0.0224	0.0332	0.0561	0.0689
29	0.0197	0.0716	0.0702	0.1021
30	0.0047	0.0292	0.0098	0.0311
31	0.0123	0.0208	0.0104	0.0263
32	0.0200	0.0212	0.0068	0.0299
33	0.0617	0.0267	0.0251	0.0717
34	0.0542	0.0183	0.0322	0.0656
35	0.0173	0.0046	0.0141	0.0227
36	0.0107	0.0054	0.0165	0.0204
37	0.0164	0.0426	0.0420	0.0621
38	0.0081	0.0214	0.0222	0.0319
39	0.0040	0.0057	0.0200	0.0212
40	0.0051	0.0088	0.0128	0.0164
41	0.0058	0.0165	0.0169	0.0243
42	0.0094	0.0143	0.0183	0.0251
43	0.0050	0.0192	0.0083	0.0215
44	0.0024	0.0089	0.0119	0.0151
45	0.0011	0.0126	0.0084	0.0152
46	0.0018	0.0093	0.0155	0.0182
47	0.0034	0.0089	0.0088	0.0129
48	0.0071	0.0081	0.0136	0.0174
49	0.0029	0.0080	0.0128	0.0154
50	0.0079	0.0016	0.0052	0.0096
51	0.0013	0.0219	0.0167	0.0276
52	0.0047	0.0138	0.0134	0.0198
53	0.0016	0.0145	0.0140	0.0202
54	0.0923	0.0632	0.0605	0.1272
55	0.0031	0.0317	0.0137	0.0346
56	0.0004	0.0206	0.0076	0.0220
57	0.0048	0.0708	0.0468	0.0850
58	0.0030	0.0232	0.0086	0.0250
59	0.0046	0.0117	0.0046	0.0134
60	0.0028	0.0151	0.0032	0.0157
61	0.0031	0.0150	0.0067	0.0167
62	0.0021	0.0149	0.0079	0.0170
63	0.0025	0.0061	0.0079	0.0103
64	0.0019	0.0077	0.0152	0.0171
65	0.0003	0.0046	0.0061	0.0076
66	0.0020	0.0038	0.0057	0.0071
67	0.0480	0.0069	0.0581	0.0757
68	0.0030	0.0110	0.0068	0.0133
69	0.0046	0.0097	0.0024	0.0110
70	0.0008	0.0062	0.0054	0.0083
71	0.0032	0.0160	0.0066	0.0176
72	0.0032	0.0024	0.0069	0.0079
73	0.0018	0.0329	0.0268	0.0424
74	0.0057	0.0089	0.0057	0.0120
75	0.0044	0.0068	0.0035	0.0089
76	0.0025	0.0062	0.0084	0.0107
77	0.0027	0.0008	0.0044	0.0052
78	0.0038	0.0060	0.0051	0.0087
79	0.0018	0.0059	0.0052	0.0081
80	0.0039	0.0067	0.0037	0.0086
81	0.0015	0.0049	0.0055	0.0075
82	0.0004	0.0128	0.0011	0.0129
83	0.0026	0.0078	0.0038	0.0091
84	0.0040	0.0067	0.0085	0.0115
85	0.0065	0.0112	0.0071	0.0147
86	0.0084	0.0420	0.0181	0.0465
87	0.0025	0.0046	0.0031	0.0061
88	0.0034	0.0157	0.0029	0.0163
89	0.0034	0.0141	0.0030	0.0148
