Frequency [Hz]	 X-Axis [uT]	Y-Axis [uT]	Z-Axis [uT]	Total [uT]
0	-23.8396	20.5749	-50.5818	59.5833
1	0.8825	0.7772	0.3395	1.2239
2	0.4285	0.3883	0.2253	0.6206
3	0.1483	0.2955	0.0668	0.3373
4	0.0789	0.1710	0.0377	0.1920
5	0.1551	0.1619	0.0657	0.2336
6	0.0524	0.1090	0.0169	0.1221
7	0.0780	0.1200	0.0422	0.1492
8	0.0767	0.0933	0.0202	0.1225
9	0.0764	0.0964	0.0342	0.1276
10	0.0408	0.0730	0.0154	0.0850
11	0.0717	0.0611	0.0230	0.0969
12	0.0633	0.0557	0.0187	0.0863
13	0.0636	0.0674	0.0126	0.0935
14	0.0548	0.0543	0.0184	0.0794
15	0.0461	0.0489	0.0157	0.0691
16	0.0422	0.0494	0.0162	0.0670
17	0.0413	0.0501	0.0075	0.0653
18	0.0362	0.0400	0.0182	0.0569
19	0.0335	0.0436	0.0142	0.0568
20	0.0430	0.0400	0.0086	0.0594
21	0.0323	0.0411	0.0118	0.0536
22	0.0347	0.0334	0.0094	0.0491
23	0.0274	0.0320	0.0107	0.0435
24	0.0293	0.0308	0.0088	0.0435
25	0.0254	0.0300	0.0068	0.0399
26	0.0265	0.0283	0.0123	0.0407
27	0.0250	0.0279	0.0127	0.0396
28	0.0256	0.0280	0.0080	0.0388
29	0.0262	0.0242	0.0061	0.0362
30	0.0218	0.0223	0.0079	0.0322
31	0.0252	0.0251	0.0082	0.0365
32	0.0183	0.0246	0.0064	0.0313
33	0.0212	0.0239	0.0091	0.0333
34	0.0248	0.0259	0.0045	0.0362
35	0.0192	0.0236	0.0071	0.0312
36	0.0201	0.0215	0.0058	0.0300
37	0.0197	0.0213	0.0089	0.0304
38	0.0161	0.0191	0.0056	0.0256
39	0.0178	0.0200	0.0068	0.0276
40	0.0169	0.0199	0.0054	0.0267
41	0.0195	0.0210	0.0063	0.0294
42	0.0176	0.0153	0.0097	0.0252
43	0.0149	0.0192	0.0012	0.0243
44	0.0146	0.0157	0.0045	0.0219
45	0.0138	0.0165	0.0057	0.0223
46	0.0161	0.0167	0.0031	0.0234
47	0.0171	0.0150	0.0032	0.0230
48	0.0144	0.0163	0.0055	0.0225
49	0.0178	0.0163	0.0040	0.0245
50	0.0149	0.0286	0.0231	0.0397
51	0.0144	0.0176	0.0026	0.0229
