Frequency [Hz]	 X-Axis [uT]	Y-Axis [uT]	Z-Axis [uT]	Total [uT]
0	-52.4865	60.6678	-45.0187	91.9896
1	0.4413	1.9037	1.5151	2.4727
2	0.3137	0.6453	0.6161	0.9457
3	0.0188	0.7285	0.5155	0.8927
4	0.1028	0.4868	0.3899	0.6321
5	0.0430	0.2043	0.0278	0.2106
6	0.0775	0.0354	0.0956	0.1281
7	0.0460	0.0387	0.0656	0.0889
8	0.0441	0.0762	0.0687	0.1117
9	0.0395	0.0715	0.0788	0.1135
10	0.0360	0.0795	0.0292	0.0920
11	0.0442	0.0484	0.0671	0.0938
12	0.0268	0.0425	0.0582	0.0769
13	0.0396	0.0181	0.0413	0.0600
14	0.0193	0.0240	0.0441	0.0538
15	0.0342	0.0303	0.0375	0.0591
16	0.0310	0.0152	0.0341	0.0485
17	0.0268	0.0227	0.0363	0.0505
18	0.0232	0.0290	0.0362	0.0519
19	0.0173	0.0219	0.0305	0.0413
20	0.0189	0.0209	0.0259	0.0382
21	0.0224	0.0043	0.0195	0.0300
22	0.0171	0.0094	0.0209	0.0285
23	0.0155	0.0153	0.0242	0.0325
24	0.0133	0.0164	0.0214	0.0301
25	0.0141	0.0166	0.0164	0.0273
26	0.0100	0.0195	0.0195	0.0294
27	0.0102	0.0213	0.0202	0.0311
28	0.0161	0.0051	0.0213	0.0272
29	0.0144	0.0155	0.0150	0.0260
30	0.0088	0.0149	0.0137	0.0221
31	0.0187	0.0113	0.0148	0.0264
32	0.0093	0.0165	0.0165	0.0251
33	0.0110	0.0099	0.0151	0.0211
34	0.0091	0.0112	0.0121	0.0188
35	0.0108	0.0068	0.0139	0.0188
36	0.0129	0.0065	0.0138	0.0200
37	0.0110	0.0090	0.0116	0.0184
38	0.0070	0.0180	0.0137	0.0236
39	0.0111	0.0064	0.0121	0.0177
40	0.0099	0.0086	0.0148	0.0198
41	0.0071	0.0140	0.0119	0.0197
42	0.0095	0.0114	0.0135	0.0201
43	0.0052	0.0142	0.0109	0.0186
44	0.0113	0.0050	0.0100	0.0159
45	0.0108	0.0075	0.0111	0.0172
46	0.0102	0.0053	0.0107	0.0157
47	0.0058	0.0078	0.0109	0.0146
48	0.0071	0.0089	0.0078	0.0138
49	0.0060	0.0143	0.0081	0.0175
50	0.0244	0.0102	0.0332	0.0425
51	0.0015	0.0080	0.0097	0.0126
52	0.0054	0.0092	0.0080	0.0133
53	0.0084	0.0089	0.0099	0.0157
54	0.0048	0.0065	0.0109	0.0136
55	0.0037	0.0076	0.0075	0.0113
56	0.0076	0.0079	0.0120	0.0162
57	0.0093	0.0019	0.0074	0.0121
58	0.0037	0.0078	0.0075	0.0114
59	0.0068	0.0066	0.0096	0.0134
60	0.0066	0.0077	0.0087	0.0134
61	0.0059	0.0083	0.0066	0.0121
62	0.0063	0.0062	0.0076	0.0117
63	0.0055	0.0086	0.0044	0.0111
64	0.0061	0.0094	0.0066	0.0130
65	0.0092	0.0037	0.0067	0.0120
66	0.0042	0.0071	0.0062	0.0103
67	0.0064	0.0048	0.0090	0.0120
68	0.0065	0.0037	0.0093	0.0120
69	0.0087	0.0023	0.0084	0.0123
70	0.0046	0.0094	0.0104	0.0148
71	0.0086	0.0052	0.0088	0.0134
72	0.0045	0.0026	0.0048	0.0070
73	0.0062	0.0020	0.0054	0.0085
74	0.0052	0.0048	0.0072	0.0101
75	0.0049	0.0063	0.0070	0.0106
76	0.0030	0.0097	0.0055	0.0115
77	0.0031	0.0076	0.0073	0.0110
78	0.0050	0.0022	0.0061	0.0082
79	0.0049	0.0065	0.0083	0.0117
80	0.0055	0.0029	0.0062	0.0088
81	0.0058	0.0065	0.0043	0.0097
82	0.0058	0.0037	0.0042	0.0080
83	0.0022	0.0055	0.0076	0.0097
84	0.0059	0.0024	0.0055	0.0084
85	0.0049	0.0060	0.0073	0.0106
86	0.0075	0.0026	0.0048	0.0093
87	0.0033	0.0057	0.0068	0.0095
88	0.0065	0.0039	0.0049	0.0090
89	0.0023	0.0066	0.0049	0.0085
90	0.0028	0.0070	0.0053	0.0092
91	0.0079	0.0037	0.0060	0.0106
92	0.0013	0.0100	0.0050	0.0112
93	0.0057	0.0019	0.0070	0.0092
94	0.0027	0.0065	0.0052	0.0087
95	0.0067	0.0032	0.0061	0.0096
96	0.0031	0.0067	0.0055	0.0093
97	0.0076	0.0024	0.0040	0.0089
98	0.0044	0.0052	0.0088	0.0112
99	0.0050	0.0018	0.0033	0.0063
100	0.0081	0.0143	0.0051	0.0172
101	0.0064	0.0059	0.0050	0.0101
102	0.0028	0.0037	0.0049	0.0067
103	0.0041	0.0079	0.0032	0.0095
104	0.0015	0.0064	0.0038	0.0076
105	0.0038	0.0038	0.0039	0.0067
106	0.0065	0.0020	0.0012	0.0069
107	0.0043	0.0059	0.0057	0.0093
108	0.0046	0.0043	0.0060	0.0087
109	0.0047	0.0045	0.0075	0.0100
110	0.0038	0.0059	0.0022	0.0073
111	0.0032	0.0026	0.0063	0.0075
112	0.0080	0.0021	0.0047	0.0095
113	0.0067	0.0017	0.0017	0.0071
114	0.0026	0.0054	0.0037	0.0071
115	0.0039	0.0020	0.0060	0.0074
116	0.0038	0.0058	0.0043	0.0082
117	0.0020	0.0080	0.0023	0.0086
118	0.0045	0.0032	0.0029	0.0062
119	0.0052	0.0020	0.0059	0.0082
120	0.0017	0.0020	0.0056	0.0062
121	0.0026	0.0061	0.0035	0.0075
122	0.0021	0.0047	0.0053	0.0074
123	0.0054	0.0030	0.0062	0.0088
124	0.0037	0.0065	0.0040	0.0085
125	0.0036	0.0041	0.0042	0.0069
126	0.0048	0.0014	0.0046	0.0068
127	0.0037	0.0070	0.0045	0.0091
128	0.0062	0.0013	0.0059	0.0086
129	0.0048	0.0040	0.0018	0.0065
130	0.0036	0.0018	0.0041	0.0057
131	0.0032	0.0040	0.0053	0.0073
132	0.0015	0.0074	0.0027	0.0080
133	0.0021	0.0043	0.0026	0.0055
134	0.0014	0.0043	0.0052	0.0069
135	0.0043	0.0018	0.0035	0.0058
136	0.0020	0.0067	0.0036	0.0079
137	0.0022	0.0011	0.0040	0.0047
138	0.0032	0.0044	0.0024	0.0059
139	0.0014	0.0050	0.0038	0.0064
140	0.0010	0.0060	0.0038	0.0072
141	0.0024	0.0053	0.0031	0.0066
142	0.0051	0.0022	0.0042	0.0070
143	0.0050	0.0016	0.0032	0.0061
144	0.0019	0.0015	0.0048	0.0054
145	0.0048	0.0008	0.0038	0.0062
146	0.0030	0.0029	0.0033	0.0053
147	0.0053	0.0019	0.0036	0.0067
148	0.0046	0.0053	0.0040	0.0081
149	0.0049	0.0029	0.0053	0.0078
150	0.0067	0.0139	0.0031	0.0157
151	0.0007	0.0087	0.0009	0.0087
152	0.0022	0.0051	0.0017	0.0058
153	0.0031	0.0038	0.0029	0.0057
154	0.0007	0.0035	0.0044	0.0057
155	0.0057	0.0035	0.0035	0.0076
156	0.0018	0.0036	0.0026	0.0048
157	0.0019	0.0056	0.0021	0.0063
158	0.0012	0.0046	0.0027	0.0055
159	0.0034	0.0027	0.0018	0.0047
160	0.0007	0.0033	0.0041	0.0052
161	0.0045	0.0048	0.0020	0.0069
162	0.0052	0.0055	0.0029	0.0081
163	0.0033	0.0014	0.0043	0.0056
164	0.0056	0.0037	0.0028	0.0073
165	0.0045	0.0019	0.0042	0.0064
166	0.0053	0.0024	0.0038	0.0070
167	0.0007	0.0056	0.0025	0.0062
168	0.0050	0.0023	0.0038	0.0067
169	0.0046	0.0015	0.0054	0.0073
170	0.0003	0.0078	0.0026	0.0082
171	0.0052	0.0006	0.0042	0.0067
172	0.0034	0.0027	0.0034	0.0055
173	0.0033	0.0038	0.0009	0.0052
174	0.0024	0.0040	0.0029	0.0055
175	0.0058	0.0058	0.0043	0.0093
176	0.0006	0.0054	0.0017	0.0058
177	0.0031	0.0056	0.0026	0.0069
178	0.0023	0.0043	0.0026	0.0055
179	0.0021	0.0090	0.0026	0.0096
180	0.0036	0.0024	0.0041	0.0060
181	0.0011	0.0042	0.0024	0.0050
182	0.0010	0.0039	0.0044	0.0059
183	0.0024	0.0058	0.0042	0.0075
184	0.0023	0.0029	0.0032	0.0049
185	0.0028	0.0010	0.0027	0.0040
186	0.0036	0.0011	0.0031	0.0049
187	0.0046	0.0011	0.0037	0.0060
188	0.0031	0.0010	0.0028	0.0043
189	0.0024	0.0013	0.0028	0.0040
190	0.0035	0.0037	0.0017	0.0053
191	0.0025	0.0039	0.0031	0.0055
192	0.0023	0.0043	0.0019	0.0053
193	0.0045	0.0039	0.0030	0.0067
194	0.0029	0.0006	0.0018	0.0035
195	0.0015	0.0040	0.0028	0.0051
196	0.0019	0.0059	0.0018	0.0064
197	0.0048	0.0027	0.0022	0.0059
198	0.0023	0.0013	0.0041	0.0049
199	0.0048	0.0016	0.0004	0.0050
200	0.0155	0.0262	0.0020	0.0306
201	0.0018	0.0017	0.0009	0.0026
202	0.0038	0.0073	0.0034	0.0089
203	0.0004	0.0036	0.0028	0.0046
204	0.0020	0.0018	0.0030	0.0040
205	0.0027	0.0038	0.0042	0.0063
206	0.0018	0.0019	0.0033	0.0042
207	0.0007	0.0025	0.0039	0.0047
208	0.0015	0.0046	0.0021	0.0052
209	0.0049	0.0018	0.0034	0.0062
210	0.0045	0.0024	0.0030	0.0059
211	0.0042	0.0030	0.0020	0.0055
212	0.0039	0.0029	0.0030	0.0057
213	0.0017	0.0039	0.0013	0.0045
214	0.0004	0.0040	0.0040	0.0057
215	0.0023	0.0020	0.0020	0.0036
216	0.0018	0.0005	0.0022	0.0028
217	0.0018	0.0041	0.0038	0.0059
218	0.0029	0.0026	0.0027	0.0048
219	0.0022	0.0024	0.0028	0.0043
220	0.0018	0.0043	0.0016	0.0049
221	0.0035	0.0020	0.0020	0.0045
222	0.0026	0.0065	0.0011	0.0071
223	0.0032	0.0011	0.0023	0.0040
224	0.0010	0.0044	0.0032	0.0055
225	0.0014	0.0047	0.0008	0.0050
226	0.0014	0.0044	0.0027	0.0053
227	0.0075	0.0023	0.0042	0.0089
228	0.0021	0.0036	0.0020	0.0047
229	0.0009	0.0047	0.0028	0.0055
230	0.0016	0.0036	0.0049	0.0062
231	0.0023	0.0031	0.0026	0.0046
232	0.0030	0.0011	0.0018	0.0036
233	0.0027	0.0011	0.0030	0.0042
234	0.0025	0.0046	0.0006	0.0053
235	0.0011	0.0036	0.0034	0.0051
236	0.0017	0.0028	0.0010	0.0034
237	0.0014	0.0023	0.0032	0.0042
238	0.0022	0.0036	0.0011	0.0043
239	0.0001	0.0052	0.0027	0.0059
240	0.0042	0.0021	0.0041	0.0062
241	0.0036	0.0018	0.0016	0.0044
242	0.0006	0.0009	0.0034	0.0035
243	0.0022	0.0063	0.0025	0.0072
244	0.0006	0.0036	0.0021	0.0042
245	0.0025	0.0027	0.0025	0.0045
246	0.0028	0.0060	0.0025	0.0070
247	0.0019	0.0034	0.0025	0.0046
248	0.0013	0.0059	0.0018	0.0063
249	0.0021	0.0013	0.0030	0.0039
250	0.0036	0.0059	0.0049	0.0085
251	0.0024	0.0006	0.0040	0.0047
252	0.0007	0.0004	0.0033	0.0034
253	0.0012	0.0019	0.0015	0.0027
254	0.0010	0.0033	0.0010	0.0035
255	0.0005	0.0040	0.0024	0.0047
256	0.0032	0.0026	0.0038	0.0056
257	0.0023	0.0018	0.0043	0.0052
258	0.0035	0.0010	0.0018	0.0040
259	0.0022	0.0039	0.0029	0.0053
260	0.0014	0.0028	0.0018	0.0036
261	0.0022	0.0037	0.0028	0.0051
262	0.0016	0.0005	0.0029	0.0034
263	0.0043	0.0016	0.0019	0.0049
264	0.0045	0.0051	0.0019	0.0071
265	0.0024	0.0015	0.0026	0.0039
266	0.0017	0.0019	0.0022	0.0034
267	0.0029	0.0014	0.0013	0.0035
268	0.0027	0.0035	0.0018	0.0047
269	0.0021	0.0008	0.0033	0.0039
270	0.0049	0.0033	0.0051	0.0078
271	0.0036	0.0052	0.0037	0.0073
272	0.0040	0.0038	0.0012	0.0057
273	0.0025	0.0004	0.0009	0.0027
274	0.0017	0.0012	0.0027	0.0034
275	0.0040	0.0029	0.0022	0.0054
276	0.0032	0.0054	0.0016	0.0065
277	0.0028	0.0006	0.0014	0.0032
278	0.0020	0.0036	0.0010	0.0042
279	0.0017	0.0004	0.0023	0.0029
280	0.0035	0.0016	0.0024	0.0045
281	0.0022	0.0018	0.0024	0.0037
282	0.0049	0.0023	0.0018	0.0057
283	0.0019	0.0051	0.0026	0.0061
284	0.0027	0.0053	0.0013	0.0060
285	0.0020	0.0016	0.0008	0.0026
286	0.0017	0.0049	0.0041	0.0066
287	0.0022	0.0014	0.0020	0.0033
288	0.0041	0.0031	0.0031	0.0060
289	0.0009	0.0023	0.0009	0.0027
290	0.0023	0.0015	0.0027	0.0038
291	0.0022	0.0012	0.0028	0.0038
292	0.0013	0.0034	0.0010	0.0038
293	0.0017	0.0015	0.0022	0.0032
294	0.0018	0.0041	0.0013	0.0047
295	0.0015	0.0019	0.0020	0.0031
296	0.0033	0.0043	0.0023	0.0059
297	0.0051	0.0040	0.0034	0.0073
298	0.0036	0.0066	0.0030	0.0081
299	0.0084	0.0149	0.0019	0.0172
300	0.0889	0.1402	0.0184	0.1670
301	0.0066	0.0078	0.0038	0.0109
302	0.0083	0.0135	0.0034	0.0162
303	0.0059	0.0085	0.0006	0.0104
304	0.0043	0.0045	0.0017	0.0064
305	0.0018	0.0061	0.0005	0.0064
306	0.0014	0.0052	0.0017	0.0056
307	0.0031	0.0073	0.0015	0.0080
308	0.0020	0.0036	0.0020	0.0046
309	0.0036	0.0038	0.0018	0.0056
310	0.0030	0.0017	0.0011	0.0036
311	0.0013	0.0033	0.0019	0.0040
312	0.0040	0.0046	0.0008	0.0061
313	0.0030	0.0016	0.0020	0.0039
314	0.0006	0.0021	0.0026	0.0034
315	0.0038	0.0050	0.0040	0.0075
316	0.0039	0.0086	0.0022	0.0097
317	0.0019	0.0052	0.0008	0.0056
318	0.0023	0.0007	0.0019	0.0030
319	0.0024	0.0012	0.0032	0.0042
320	0.0037	0.0031	0.0026	0.0055
321	0.0023	0.0071	0.0010	0.0076
322	0.0038	0.0047	0.0013	0.0062
323	0.0025	0.0055	0.0005	0.0060
324	0.0012	0.0015	0.0003	0.0020
325	0.0006	0.0032	0.0020	0.0038
326	0.0036	0.0043	0.0029	0.0063
327	0.0022	0.0027	0.0016	0.0038
328	0.0025	0.0014	0.0020	0.0035
329	0.0017	0.0021	0.0018	0.0033
330	0.0017	0.0023	0.0028	0.0040
331	0.0024	0.0008	0.0025	0.0035
332	0.0019	0.0031	0.0029	0.0046
333	0.0016	0.0049	0.0023	0.0057
334	0.0020	0.0057	0.0013	0.0062
335	0.0006	0.0025	0.0016	0.0030
336	0.0033	0.0053	0.0027	0.0068
337	0.0020	0.0004	0.0008	0.0022
338	0.0055	0.0076	0.0010	0.0094
339	0.0015	0.0031	0.0010	0.0036
340	0.0037	0.0017	0.0015	0.0043
341	0.0019	0.0043	0.0028	0.0055
342	0.0005	0.0035	0.0020	0.0041
343	0.0021	0.0063	0.0016	0.0069
344	0.0016	0.0024	0.0014	0.0032
345	0.0022	0.0032	0.0008	0.0040
346	0.0035	0.0051	0.0036	0.0072
347	0.0028	0.0068	0.0013	0.0075
348	0.0021	0.0044	0.0023	0.0054
349	0.0038	0.0022	0.0004	0.0045
350	0.0071	0.0107	0.0016	0.0129
351	0.0033	0.0073	0.0010	0.0081
352	0.0040	0.0099	0.0018	0.0108
353	0.0012	0.0018	0.0014	0.0025
354	0.0006	0.0035	0.0007	0.0036
355	0.0006	0.0014	0.0014	0.0020
356	0.0016	0.0027	0.0026	0.0040
357	0.0015	0.0033	0.0012	0.0038
358	0.0035	0.0053	0.0019	0.0066
359	0.0029	0.0050	0.0017	0.0060
360	0.0013	0.0030	0.0021	0.0039
361	0.0028	0.0034	0.0008	0.0044
362	0.0033	0.0073	0.0017	0.0082
363	0.0020	0.0025	0.0018	0.0036
364	0.0010	0.0008	0.0019	0.0023
365	0.0040	0.0064	0.0023	0.0079
366	0.0024	0.0009	0.0015	0.0030
367	0.0037	0.0063	0.0010	0.0074
368	0.0008	0.0036	0.0007	0.0037
369	0.0032	0.0040	0.0016	0.0053
370	0.0008	0.0016	0.0007	0.0019
371	0.0014	0.0027	0.0024	0.0039
372	0.0007	0.0015	0.0014	0.0022
373	0.0014	0.0064	0.0011	0.0066
374	0.0026	0.0020	0.0009	0.0034
375	0.0009	0.0012	0.0018	0.0024
376	0.0017	0.0033	0.0027	0.0047
377	0.0034	0.0038	0.0022	0.0055
378	0.0011	0.0005	0.0025	0.0028
379	0.0052	0.0032	0.0015	0.0063
380	0.0017	0.0020	0.0007	0.0027
381	0.0027	0.0023	0.0012	0.0037
382	0.0007	0.0024	0.0012	0.0028
383	0.0013	0.0034	0.0016	0.0039
384	0.0020	0.0015	0.0030	0.0039
385	0.0015	0.0042	0.0013	0.0047
386	0.0039	0.0023	0.0009	0.0046
387	0.0005	0.0041	0.0026	0.0048
388	0.0002	0.0045	0.0007	0.0045
389	0.0012	0.0051	0.0012	0.0054
390	0.0028	0.0047	0.0013	0.0056
391	0.0009	0.0020	0.0015	0.0026
392	0.0034	0.0005	0.0009	0.0036
393	0.0019	0.0021	0.0020	0.0035
394	0.0002	0.0024	0.0014	0.0028
395	0.0025	0.0033	0.0007	0.0042
396	0.0015	0.0019	0.0017	0.0030
397	0.0028	0.0017	0.0011	0.0034
398	0.0025	0.0043	0.0021	0.0054
399	0.0022	0.0056	0.0009	0.0061
400	0.0109	0.0156	0.0044	0.0196
401	0.0020	0.0034	0.0026	0.0047
402	0.0017	0.0018	0.0030	0.0039
403	0.0018	0.0033	0.0027	0.0047
404	0.0017	0.0036	0.0008	0.0041
405	0.0045	0.0053	0.0004	0.0070
406	0.0025	0.0032	0.0006	0.0041
407	0.0012	0.0005	0.0015	0.0019
408	0.0012	0.0035	0.0013	0.0039
409	0.0015	0.0005	0.0013	0.0020
410	0.0066	0.0059	0.0021	0.0090
411	0.0043	0.0028	0.0013	0.0053
412	0.0018	0.0036	0.0010	0.0041
413	0.0029	0.0042	0.0013	0.0053
414	0.0031	0.0021	0.0032	0.0049
415	0.0011	0.0017	0.0018	0.0027
416	0.0035	0.0059	0.0006	0.0069
417	0.0017	0.0039	0.0003	0.0042
418	0.0006	0.0056	0.0022	0.0060
419	0.0006	0.0040	0.0006	0.0041
420	0.0015	0.0034	0.0022	0.0043
421	0.0025	0.0049	0.0028	0.0061
422	0.0026	0.0013	0.0012	0.0032
423	0.0055	0.0061	0.0027	0.0087
424	0.0043	0.0042	0.0033	0.0068
425	0.0006	0.0039	0.0023	0.0045
426	0.0013	0.0039	0.0015	0.0044
427	0.0023	0.0014	0.0020	0.0033
428	0.0011	0.0015	0.0008	0.0021
429	0.0044	0.0024	0.0016	0.0053
430	0.0022	0.0005	0.0026	0.0034
431	0.0017	0.0039	0.0011	0.0044
432	0.0020	0.0050	0.0023	0.0059
433	0.0031	0.0034	0.0030	0.0055
434	0.0020	0.0051	0.0020	0.0059
435	0.0033	0.0052	0.0012	0.0063
436	0.0038	0.0062	0.0041	0.0084
437	0.0022	0.0035	0.0016	0.0044
438	0.0034	0.0036	0.0032	0.0059
439	0.0014	0.0033	0.0008	0.0037
440	0.0015	0.0019	0.0012	0.0027
441	0.0015	0.0029	0.0026	0.0042
442	0.0029	0.0052	0.0019	0.0062
443	0.0009	0.0012	0.0023	0.0027
444	0.0030	0.0060	0.0027	0.0072
445	0.0021	0.0042	0.0016	0.0049
446	0.0006	0.0026	0.0006	0.0028
447	0.0007	0.0026	0.0013	0.0030
448	0.0024	0.0030	0.0022	0.0044
449	0.0040	0.0027	0.0023	0.0054
450	0.0119	0.0213	0.0019	0.0245
451	0.0016	0.0019	0.0023	0.0034
452	0.0026	0.0021	0.0027	0.0043
453	0.0043	0.0031	0.0009	0.0054
454	0.0027	0.0052	0.0002	0.0058
