Frequency [Hz]	 X-Axis [uT]	Y-Axis [uT]	Z-Axis [uT]	Total [uT]
0	-120.2412	199.5548	89.3208	249.5160
1	0.6154	5.5395	2.6303	6.1630
2	0.7728	1.1405	1.9768	2.4095
3	0.6865	4.4383	0.6646	4.5400
4	0.3723	4.2066	0.9718	4.3334
5	0.1878	1.9923	1.1297	2.2980
6	0.1584	0.9720	1.0432	1.4346
7	0.1536	1.0668	0.8958	1.4014
8	0.1685	0.9484	0.7572	1.2252
9	0.1379	0.3748	0.3757	0.5483
10	0.0727	0.2208	0.1183	0.2608
11	0.0813	0.3234	0.0920	0.3459
12	0.0448	0.1829	0.0452	0.1936
13	0.0191	0.0716	0.0893	0.1160
14	0.0383	0.1253	0.0963	0.1626
15	0.0267	0.0473	0.0432	0.0694
16	0.0017	0.0531	0.0037	0.0532
17	0.0191	0.0520	0.0309	0.0634
18	0.0261	0.0559	0.0372	0.0721
19	0.0268	0.0492	0.0279	0.0626
20	0.0185	0.0197	0.0149	0.0309
21	0.0059	0.0181	0.0115	0.0222
22	0.0124	0.0422	0.0302	0.0534
23	0.0146	0.0566	0.0318	0.0665
24	0.0169	0.0525	0.0299	0.0628
25	0.0191	0.0418	0.0260	0.0528
26	0.0149	0.0286	0.0195	0.0377
27	0.0108	0.0177	0.0186	0.0278
28	0.0124	0.0186	0.0167	0.0279
29	0.0142	0.0243	0.0161	0.0324
30	0.0111	0.0226	0.0148	0.0292
31	0.0038	0.0121	0.0103	0.0164
32	0.0053	0.0021	0.0053	0.0077
33	0.0044	0.0112	0.0098	0.0155
34	0.0053	0.0158	0.0130	0.0211
35	0.0041	0.0120	0.0102	0.0162
36	0.0017	0.0145	0.0088	0.0170
37	0.0043	0.0220	0.0107	0.0248
38	0.0077	0.0268	0.0169	0.0326
39	0.0112	0.0263	0.0240	0.0373
40	0.0127	0.0205	0.0246	0.0345
41	0.0092	0.0109	0.0168	0.0220
42	0.0070	0.0054	0.0093	0.0129
43	0.0125	0.0174	0.0135	0.0254
44	0.0084	0.0110	0.0075	0.0157
45	0.0027	0.0049	0.0031	0.0063
46	0.0057	0.0112	0.0083	0.0151
47	0.0094	0.0144	0.0130	0.0216
48	0.0118	0.0129	0.0116	0.0210
49	0.0165	0.0164	0.0109	0.0257
50	0.0212	0.0248	0.0168	0.0367
51	0.0147	0.0186	0.0103	0.0259
52	0.0045	0.0058	0.0033	0.0080
53	0.0025	0.0032	0.0023	0.0047
54	0.0035	0.0019	0.0020	0.0044
55	0.0023	0.0082	0.0047	0.0097
56	0.0016	0.0106	0.0078	0.0133
57	0.0076	0.0155	0.0122	0.0211
58	0.0102	0.0189	0.0108	0.0241
59	0.0082	0.0142	0.0061	0.0174
60	0.0066	0.0110	0.0048	0.0137
61	0.0074	0.0142	0.0074	0.0176
62	0.0072	0.0158	0.0099	0.0199
63	0.0053	0.0109	0.0073	0.0141
64	0.0041	0.0081	0.0049	0.0103
65	0.0066	0.0102	0.0078	0.0144
66	0.0066	0.0100	0.0060	0.0134
67	0.0014	0.0059	0.0072	0.0094
68	0.0021	0.0086	0.0106	0.0138
69	0.0015	0.0019	0.0025	0.0035
70	0.0047	0.0062	0.0056	0.0096
71	0.0028	0.0021	0.0031	0.0047
72	0.0029	0.0086	0.0064	0.0111
73	0.0050	0.0137	0.0112	0.0184
74	0.0051	0.0088	0.0101	0.0144
75	0.0074	0.0070	0.0109	0.0149
76	0.0077	0.0078	0.0094	0.0145
77	0.0061	0.0053	0.0049	0.0094
78	0.0025	0.0029	0.0035	0.0052
79	0.0044	0.0031	0.0034	0.0064
80	0.0080	0.0088	0.0041	0.0126
81	0.0105	0.0141	0.0085	0.0196
82	0.0093	0.0135	0.0084	0.0184
83	0.0043	0.0074	0.0055	0.0101
84	0.0003	0.0068	0.0058	0.0090
85	0.0037	0.0071	0.0060	0.0100
86	0.0071	0.0134	0.0101	0.0183
87	0.0055	0.0113	0.0094	0.0157
88	0.0015	0.0025	0.0037	0.0047
89	0.0012	0.0032	0.0012	0.0036
90	0.0022	0.0042	0.0023	0.0053
91	0.0050	0.0099	0.0073	0.0133
92	0.0060	0.0108	0.0072	0.0143
93	0.0089	0.0108	0.0066	0.0155
94	0.0106	0.0119	0.0094	0.0185
95	0.0065	0.0089	0.0059	0.0125
96	0.0045	0.0026	0.0005	0.0052
97	0.0035	0.0038	0.0033	0.0061
98	0.0079	0.0128	0.0092	0.0176
99	0.0222	0.0373	0.0264	0.0508
100	0.0314	0.0538	0.0392	0.0736
101	0.0190	0.0321	0.0245	0.0447
102	0.0096	0.0136	0.0107	0.0198
103	0.0097	0.0172	0.0129	0.0236
104	0.0074	0.0144	0.0115	0.0198
105	0.0083	0.0131	0.0121	0.0197
106	0.0054	0.0070	0.0084	0.0121
107	0.0029	0.0015	0.0056	0.0065
108	0.0048	0.0034	0.0052	0.0079
109	0.0073	0.0090	0.0049	0.0126
110	0.0069	0.0118	0.0087	0.0162
111	0.0057	0.0115	0.0107	0.0167
112	0.0052	0.0112	0.0098	0.0158
113	0.0031	0.0088	0.0078	0.0122
114	0.0019	0.0078	0.0069	0.0106
115	0.0032	0.0089	0.0074	0.0120
116	0.0029	0.0072	0.0066	0.0102
117	0.0025	0.0050	0.0045	0.0072
118	0.0050	0.0089	0.0070	0.0124
119	0.0079	0.0127	0.0097	0.0179
120	0.0057	0.0083	0.0052	0.0114
121	0.0013	0.0046	0.0039	0.0062
122	0.0048	0.0111	0.0080	0.0145
123	0.0056	0.0120	0.0063	0.0147
124	0.0019	0.0034	0.0028	0.0048
125	0.0070	0.0116	0.0096	0.0166
126	0.0091	0.0159	0.0100	0.0208
127	0.0088	0.0160	0.0085	0.0201
128	0.0090	0.0148	0.0086	0.0193
129	0.0085	0.0121	0.0085	0.0170
130	0.0067	0.0100	0.0091	0.0151
131	0.0071	0.0095	0.0102	0.0157
132	0.0076	0.0072	0.0086	0.0136
133	0.0044	0.0014	0.0038	0.0060
134	0.0016	0.0083	0.0029	0.0089
135	0.0055	0.0150	0.0074	0.0176
136	0.0051	0.0135	0.0077	0.0163
137	0.0060	0.0104	0.0069	0.0139
138	0.0082	0.0128	0.0093	0.0178
139	0.0079	0.0143	0.0114	0.0199
140	0.0064	0.0121	0.0094	0.0166
141	0.0034	0.0035	0.0024	0.0054
142	0.0013	0.0096	0.0062	0.0115
143	0.0041	0.0134	0.0084	0.0163
144	0.0018	0.0056	0.0017	0.0061
145	0.0026	0.0035	0.0060	0.0074
146	0.0053	0.0053	0.0063	0.0098
147	0.0077	0.0065	0.0040	0.0109
148	0.0086	0.0092	0.0056	0.0138
149	0.0109	0.0173	0.0138	0.0247
150	0.0136	0.0234	0.0199	0.0336
151	0.0119	0.0168	0.0159	0.0260
152	0.0101	0.0108	0.0113	0.0186
153	0.0105	0.0125	0.0122	0.0204
154	0.0108	0.0142	0.0132	0.0222
155	0.0094	0.0118	0.0112	0.0188
156	0.0071	0.0099	0.0100	0.0158
157	0.0067	0.0124	0.0125	0.0188
158	0.0069	0.0123	0.0135	0.0195
159	0.0062	0.0098	0.0106	0.0157
160	0.0063	0.0091	0.0075	0.0134
161	0.0079	0.0119	0.0095	0.0171
162	0.0100	0.0162	0.0137	0.0235
163	0.0101	0.0165	0.0137	0.0237
164	0.0066	0.0106	0.0077	0.0146
165	0.0039	0.0063	0.0042	0.0085
166	0.0035	0.0076	0.0052	0.0099
167	0.0005	0.0034	0.0025	0.0042
168	0.0033	0.0055	0.0026	0.0069
169	0.0033	0.0078	0.0038	0.0093
170	0.0021	0.0077	0.0043	0.0091
171	0.0030	0.0098	0.0074	0.0126
172	0.0045	0.0083	0.0083	0.0126
173	0.0071	0.0089	0.0119	0.0165
174	0.0086	0.0112	0.0141	0.0200
175	0.0073	0.0105	0.0106	0.0166
176	0.0023	0.0060	0.0041	0.0077
177	0.0036	0.0066	0.0056	0.0094
178	0.0058	0.0112	0.0098	0.0160
179	0.0022	0.0057	0.0060	0.0086
180	0.0055	0.0061	0.0034	0.0089
181	0.0077	0.0092	0.0071	0.0139
182	0.0052	0.0073	0.0063	0.0109
183	0.0029	0.0066	0.0070	0.0100
184	0.0046	0.0081	0.0080	0.0123
185	0.0025	0.0060	0.0044	0.0079
186	0.0037	0.0112	0.0078	0.0141
187	0.0061	0.0134	0.0101	0.0179
188	0.0039	0.0065	0.0053	0.0092
189	0.0033	0.0062	0.0033	0.0077
190	0.0084	0.0135	0.0091	0.0183
191	0.0069	0.0114	0.0089	0.0160
192	0.0007	0.0045	0.0046	0.0065
193	0.0021	0.0037	0.0041	0.0059
194	0.0043	0.0090	0.0030	0.0104
195	0.0103	0.0180	0.0092	0.0227
196	0.0080	0.0137	0.0069	0.0174
197	0.0031	0.0065	0.0032	0.0078
198	0.0058	0.0128	0.0090	0.0167
199	0.0071	0.0135	0.0106	0.0186
200	0.0081	0.0129	0.0114	0.0191
201	0.0053	0.0065	0.0050	0.0098
202	0.0055	0.0065	0.0030	0.0091
203	0.0042	0.0061	0.0070	0.0101
204	0.0027	0.0016	0.0050	0.0059
205	0.0075	0.0117	0.0087	0.0164
206	0.0097	0.0163	0.0134	0.0232
207	0.0072	0.0093	0.0074	0.0139
208	0.0104	0.0163	0.0115	0.0225
209	0.0117	0.0213	0.0165	0.0294
210	0.0071	0.0143	0.0121	0.0200
211	0.0034	0.0068	0.0069	0.0103
212	0.0066	0.0105	0.0095	0.0156
213	0.0098	0.0149	0.0122	0.0216
214	0.0099	0.0169	0.0118	0.0229
215	0.0099	0.0203	0.0157	0.0275
216	0.0106	0.0218	0.0192	0.0310
217	0.0083	0.0165	0.0165	0.0248
218	0.0048	0.0097	0.0112	0.0156
219	0.0036	0.0058	0.0068	0.0097
220	0.0048	0.0032	0.0019	0.0061
221	0.0100	0.0104	0.0067	0.0159
222	0.0150	0.0227	0.0148	0.0310
223	0.0123	0.0220	0.0141	0.0289
224	0.0052	0.0112	0.0072	0.0143
225	0.0011	0.0049	0.0025	0.0056
226	0.0021	0.0048	0.0026	0.0059
227	0.0017	0.0057	0.0041	0.0072
228	0.0045	0.0086	0.0065	0.0117
229	0.0047	0.0077	0.0067	0.0113
230	0.0030	0.0038	0.0042	0.0064
231	0.0049	0.0082	0.0052	0.0108
232	0.0065	0.0114	0.0057	0.0143
233	0.0072	0.0109	0.0083	0.0154
234	0.0030	0.0065	0.0076	0.0104
235	0.0015	0.0074	0.0066	0.0100
236	0.0009	0.0033	0.0025	0.0042
237	0.0045	0.0039	0.0033	0.0068
238	0.0073	0.0097	0.0066	0.0138
239	0.0103	0.0151	0.0092	0.0205
240	0.0109	0.0164	0.0094	0.0218
241	0.0080	0.0115	0.0060	0.0152
242	0.0037	0.0075	0.0025	0.0087
243	0.0041	0.0070	0.0036	0.0088
244	0.0055	0.0052	0.0034	0.0083
245	0.0042	0.0061	0.0018	0.0076
246	0.0070	0.0122	0.0086	0.0164
247	0.0060	0.0102	0.0082	0.0144
248	0.0053	0.0026	0.0040	0.0071
249	0.0151	0.0215	0.0198	0.0329
250	0.0219	0.0361	0.0309	0.0523
251	0.0199	0.0351	0.0293	0.0499
252	0.0151	0.0250	0.0203	0.0356
253	0.0114	0.0183	0.0133	0.0253
254	0.0065	0.0116	0.0078	0.0154
255	0.0021	0.0056	0.0039	0.0071
256	0.0016	0.0051	0.0060	0.0081
257	0.0044	0.0122	0.0126	0.0181
258	0.0090	0.0194	0.0166	0.0271
259	0.0090	0.0177	0.0138	0.0242
260	0.0049	0.0098	0.0076	0.0133
261	0.0016	0.0033	0.0029	0.0047
262	0.0014	0.0011	0.0037	0.0041
263	0.0033	0.0068	0.0087	0.0115
264	0.0073	0.0126	0.0122	0.0190
265	0.0038	0.0066	0.0073	0.0106
266	0.0064	0.0116	0.0110	0.0172
267	0.0131	0.0251	0.0202	0.0348
268	0.0122	0.0228	0.0187	0.0319
269	0.0067	0.0118	0.0094	0.0165
270	0.0047	0.0090	0.0065	0.0121
271	0.0051	0.0118	0.0091	0.0157
272	0.0016	0.0059	0.0056	0.0083
273	0.0036	0.0054	0.0020	0.0068
274	0.0067	0.0129	0.0080	0.0166
275	0.0081	0.0148	0.0104	0.0198
276	0.0095	0.0172	0.0120	0.0230
277	0.0069	0.0136	0.0101	0.0183
278	0.0005	0.0024	0.0046	0.0053
279	0.0048	0.0104	0.0051	0.0126
280	0.0059	0.0149	0.0078	0.0179
281	0.0041	0.0126	0.0075	0.0152
282	0.0039	0.0060	0.0039	0.0081
283	0.0042	0.0020	0.0017	0.0050
284	0.0009	0.0041	0.0018	0.0045
285	0.0020	0.0073	0.0037	0.0084
286	0.0028	0.0060	0.0043	0.0079
287	0.0054	0.0100	0.0079	0.0138
288	0.0050	0.0119	0.0083	0.0153
289	0.0019	0.0064	0.0044	0.0080
290	0.0024	0.0050	0.0052	0.0076
291	0.0050	0.0097	0.0105	0.0152
292	0.0029	0.0090	0.0089	0.0130
293	0.0043	0.0079	0.0060	0.0108
294	0.0110	0.0172	0.0138	0.0246
295	0.0112	0.0162	0.0142	0.0242
296	0.0101	0.0140	0.0135	0.0219
297	0.0100	0.0159	0.0131	0.0229
298	0.0497	0.0855	0.0638	0.1177
299	0.1552	0.2674	0.2007	0.3686
300	0.2036	0.3515	0.2647	0.4848
301	0.1235	0.2117	0.1612	0.2933
302	0.0315	0.0496	0.0413	0.0718
303	0.0041	0.0072	0.0057	0.0100
304	0.0016	0.0063	0.0041	0.0077
305	0.0020	0.0042	0.0022	0.0051
306	0.0032	0.0068	0.0028	0.0080
307	0.0020	0.0076	0.0019	0.0081
308	0.0038	0.0099	0.0043	0.0114
309	0.0046	0.0104	0.0067	0.0132
310	0.0045	0.0087	0.0058	0.0114
311	0.0065	0.0095	0.0089	0.0146
312	0.0091	0.0147	0.0138	0.0221
313	0.0104	0.0180	0.0149	0.0255
314	0.0095	0.0161	0.0120	0.0223
315	0.0088	0.0151	0.0109	0.0206
316	0.0043	0.0084	0.0054	0.0108
317	0.0017	0.0024	0.0039	0.0049
318	0.0029	0.0061	0.0058	0.0089
319	0.0043	0.0080	0.0027	0.0095
320	0.0079	0.0107	0.0056	0.0144
321	0.0057	0.0062	0.0044	0.0095
322	0.0009	0.0023	0.0010	0.0027
323	0.0058	0.0100	0.0054	0.0128
324	0.0084	0.0164	0.0092	0.0206
325	0.0062	0.0132	0.0078	0.0166
326	0.0030	0.0057	0.0030	0.0072
327	0.0038	0.0040	0.0025	0.0061
328	0.0053	0.0053	0.0028	0.0080
329	0.0052	0.0051	0.0029	0.0078
330	0.0054	0.0045	0.0041	0.0081
331	0.0074	0.0073	0.0060	0.0120
332	0.0059	0.0082	0.0059	0.0117
333	0.0059	0.0118	0.0067	0.0148
334	0.0097	0.0150	0.0098	0.0204
335	0.0097	0.0148	0.0114	0.0210
336	0.0076	0.0120	0.0113	0.0182
337	0.0044	0.0061	0.0070	0.0102
338	0.0036	0.0061	0.0034	0.0079
339	0.0006	0.0019	0.0017	0.0026
340	0.0066	0.0106	0.0049	0.0135
341	0.0113	0.0195	0.0110	0.0251
342	0.0121	0.0177	0.0111	0.0242
343	0.0075	0.0087	0.0063	0.0131
344	0.0078	0.0143	0.0104	0.0194
345	0.0077	0.0135	0.0095	0.0182
346	0.0060	0.0106	0.0078	0.0145
347	0.0061	0.0085	0.0075	0.0129
348	0.0077	0.0104	0.0072	0.0148
349	0.0110	0.0191	0.0127	0.0254
350	0.0125	0.0236	0.0173	0.0318
351	0.0080	0.0156	0.0126	0.0217
352	0.0056	0.0083	0.0080	0.0128
