Frequency [Hz]	 X-Axis [uT]	Y-Axis [uT]	Z-Axis [uT]	Total [uT]
0	-162.9496	272.2253	210.0170	380.4817
1	2.3541	36.3443	27.7710	45.8004
2	1.0542	22.0736	16.6821	27.6884
3	1.1349	9.1759	4.6793	10.3625
4	0.9243	5.7462	0.5329	5.8445
5	0.9210	2.5469	1.4593	3.0764
6	0.5958	0.8102	1.3245	1.6630
7	0.3155	0.8915	1.1628	1.4988
8	0.1732	0.6552	1.1183	1.3076
9	0.2504	1.0024	0.9576	1.4087
10	0.2462	0.4204	0.0591	0.4908
11	0.1823	0.4647	0.5729	0.7599
12	0.2043	0.1396	0.2043	0.3209
13	0.1154	0.1009	0.1440	0.2104
14	0.0385	0.2462	0.1906	0.3137
15	0.0190	0.2548	0.0962	0.2730
16	0.0281	0.2058	0.0530	0.2143
17	0.0526	0.1602	0.0787	0.1860
18	0.0389	0.0928	0.0896	0.1348
19	0.0145	0.0391	0.0342	0.0539
20	0.0103	0.0039	0.0025	0.0113
21	0.0111	0.0278	0.0132	0.0327
22	0.0112	0.0354	0.0578	0.0687
23	0.0309	0.0449	0.0826	0.0989
24	0.0262	0.0412	0.0599	0.0773
25	0.0155	0.0193	0.0421	0.0488
26	0.0185	0.0134	0.0395	0.0456
27	0.0362	0.0351	0.0693	0.0857
28	0.0493	0.0748	0.0930	0.1291
29	0.0386	0.0727	0.0877	0.1203
30	0.0180	0.0277	0.0560	0.0650
31	0.0080	0.0229	0.0112	0.0267
32	0.0216	0.0430	0.0562	0.0740
33	0.0273	0.0483	0.0606	0.0822
34	0.0207	0.0444	0.0303	0.0576
35	0.0142	0.0359	0.0138	0.0410
36	0.0096	0.0177	0.0172	0.0265
37	0.0040	0.0030	0.0121	0.0131
38	0.0018	0.0068	0.0056	0.0090
39	0.0035	0.0094	0.0099	0.0141
40	0.0029	0.0201	0.0061	0.0213
41	0.0042	0.0197	0.0079	0.0216
42	0.0031	0.0155	0.0145	0.0215
43	0.0083	0.0193	0.0186	0.0280
44	0.0087	0.0161	0.0156	0.0240
45	0.0110	0.0140	0.0194	0.0264
46	0.0189	0.0248	0.0351	0.0469
47	0.0152	0.0189	0.0296	0.0383
48	0.0141	0.0147	0.0183	0.0274
49	0.0230	0.0153	0.0283	0.0395
50	0.0246	0.0201	0.0331	0.0458
51	0.0209	0.0120	0.0343	0.0419
52	0.0203	0.0243	0.0383	0.0497
53	0.0198	0.0320	0.0395	0.0546
54	0.0152	0.0189	0.0280	0.0371
55	0.0095	0.0085	0.0119	0.0175
56	0.0021	0.0006	0.0070	0.0073
57	0.0086	0.0142	0.0189	0.0251
58	0.0152	0.0230	0.0262	0.0380
59	0.0125	0.0156	0.0218	0.0296
60	0.0084	0.0047	0.0125	0.0157
61	0.0032	0.0049	0.0081	0.0100
62	0.0153	0.0284	0.0294	0.0437
63	0.0248	0.0428	0.0441	0.0663
64	0.0197	0.0321	0.0361	0.0521
65	0.0091	0.0152	0.0189	0.0260
66	0.0055	0.0136	0.0101	0.0178
67	0.0103	0.0101	0.0135	0.0198
68	0.0129	0.0099	0.0192	0.0252
69	0.0096	0.0090	0.0198	0.0238
70	0.0055	0.0084	0.0148	0.0179
71	0.0032	0.0068	0.0091	0.0118
72	0.0054	0.0090	0.0133	0.0169
73	0.0109	0.0182	0.0213	0.0301
74	0.0130	0.0221	0.0232	0.0345
75	0.0098	0.0149	0.0228	0.0289
76	0.0130	0.0226	0.0251	0.0362
77	0.0094	0.0215	0.0177	0.0294
78	0.0042	0.0028	0.0041	0.0065
79	0.0151	0.0198	0.0246	0.0350
80	0.0152	0.0185	0.0268	0.0359
81	0.0134	0.0163	0.0203	0.0293
82	0.0137	0.0210	0.0210	0.0327
83	0.0092	0.0140	0.0154	0.0228
84	0.0079	0.0123	0.0142	0.0204
85	0.0108	0.0173	0.0205	0.0289
86	0.0124	0.0203	0.0235	0.0335
87	0.0091	0.0139	0.0174	0.0241
88	0.0101	0.0119	0.0180	0.0238
89	0.0168	0.0208	0.0272	0.0382
90	0.0186	0.0263	0.0308	0.0446
91	0.0121	0.0197	0.0237	0.0331
92	0.0055	0.0111	0.0135	0.0183
93	0.0070	0.0106	0.0113	0.0170
94	0.0033	0.0058	0.0080	0.0104
95	0.0006	0.0042	0.0058	0.0072
96	0.0041	0.0031	0.0055	0.0076
97	0.0082	0.0102	0.0150	0.0199
98	0.0047	0.0113	0.0136	0.0183
99	0.0215	0.0396	0.0453	0.0639
100	0.0348	0.0592	0.0672	0.0961
101	0.0233	0.0340	0.0441	0.0604
102	0.0096	0.0109	0.0189	0.0238
103	0.0077	0.0114	0.0129	0.0189
104	0.0062	0.0080	0.0068	0.0122
105	0.0072	0.0106	0.0112	0.0171
106	0.0079	0.0108	0.0122	0.0181
107	0.0071	0.0071	0.0124	0.0160
108	0.0056	0.0073	0.0097	0.0134
109	0.0075	0.0128	0.0130	0.0197
110	0.0202	0.0328	0.0351	0.0521
111	0.0186	0.0283	0.0340	0.0479
112	0.0081	0.0107	0.0174	0.0220
113	0.0023	0.0026	0.0037	0.0050
114	0.0010	0.0042	0.0065	0.0078
115	0.0077	0.0154	0.0197	0.0262
116	0.0149	0.0251	0.0303	0.0420
117	0.0177	0.0293	0.0355	0.0493
118	0.0110	0.0192	0.0240	0.0326
119	0.0056	0.0123	0.0114	0.0177
120	0.0137	0.0235	0.0279	0.0390
121	0.0131	0.0199	0.0272	0.0362
122	0.0062	0.0069	0.0128	0.0158
123	0.0052	0.0108	0.0065	0.0136
124	0.0113	0.0216	0.0189	0.0309
125	0.0093	0.0168	0.0148	0.0242
126	0.0041	0.0068	0.0040	0.0089
127	0.0040	0.0036	0.0011	0.0055
128	0.0058	0.0064	0.0059	0.0105
129	0.0031	0.0025	0.0029	0.0050
130	0.0033	0.0079	0.0071	0.0111
131	0.0037	0.0074	0.0060	0.0102
132	0.0069	0.0068	0.0083	0.0127
133	0.0132	0.0158	0.0200	0.0287
134	0.0196	0.0288	0.0338	0.0485
135	0.0193	0.0310	0.0358	0.0512
136	0.0114	0.0193	0.0235	0.0325
137	0.0065	0.0129	0.0168	0.0222
138	0.0039	0.0099	0.0139	0.0175
139	0.0021	0.0101	0.0113	0.0153
140	0.0012	0.0082	0.0088	0.0122
141	0.0059	0.0100	0.0129	0.0173
142	0.0098	0.0143	0.0182	0.0251
143	0.0158	0.0234	0.0291	0.0405
144	0.0176	0.0268	0.0314	0.0449
145	0.0125	0.0170	0.0224	0.0308
146	0.0102	0.0143	0.0206	0.0270
147	0.0080	0.0103	0.0174	0.0218
148	0.0088	0.0109	0.0173	0.0222
149	0.0124	0.0183	0.0223	0.0314
150	0.0138	0.0225	0.0242	0.0358
151	0.0102	0.0177	0.0178	0.0271
152	0.0070	0.0120	0.0126	0.0187
153	0.0077	0.0084	0.0110	0.0158
154	0.0064	0.0079	0.0085	0.0133
155	0.0072	0.0106	0.0102	0.0163
156	0.0076	0.0077	0.0112	0.0155
157	0.0067	0.0046	0.0119	0.0144
158	0.0100	0.0118	0.0181	0.0238
159	0.0100	0.0147	0.0179	0.0252
160	0.0059	0.0099	0.0080	0.0140
161	0.0104	0.0175	0.0177	0.0269
162	0.0091	0.0146	0.0154	0.0231
163	0.0013	0.0009	0.0026	0.0031
164	0.0075	0.0149	0.0163	0.0233
165	0.0147	0.0255	0.0281	0.0406
166	0.0170	0.0255	0.0290	0.0422
167	0.0136	0.0187	0.0200	0.0306
168	0.0078	0.0104	0.0097	0.0162
169	0.0039	0.0064	0.0055	0.0093
170	0.0049	0.0083	0.0083	0.0127
171	0.0063	0.0096	0.0123	0.0168
172	0.0086	0.0139	0.0175	0.0240
173	0.0119	0.0190	0.0211	0.0308
174	0.0145	0.0219	0.0247	0.0361
175	0.0138	0.0186	0.0235	0.0330
176	0.0088	0.0089	0.0141	0.0189
177	0.0019	0.0023	0.0013	0.0033
178	0.0055	0.0099	0.0118	0.0163
179	0.0096	0.0156	0.0173	0.0252
180	0.0079	0.0141	0.0164	0.0231
181	0.0026	0.0050	0.0114	0.0127
182	0.0026	0.0067	0.0032	0.0079
183	0.0060	0.0095	0.0075	0.0135
184	0.0112	0.0161	0.0180	0.0266
185	0.0158	0.0216	0.0264	0.0376
186	0.0152	0.0174	0.0238	0.0332
187	0.0134	0.0144	0.0178	0.0265
188	0.0101	0.0138	0.0135	0.0218
189	0.0047	0.0080	0.0108	0.0142
190	0.0064	0.0100	0.0126	0.0173
191	0.0069	0.0112	0.0116	0.0175
192	0.0049	0.0100	0.0098	0.0149
193	0.0054	0.0042	0.0090	0.0113
194	0.0140	0.0174	0.0210	0.0306
195	0.0081	0.0092	0.0106	0.0162
196	0.0069	0.0107	0.0130	0.0181
197	0.0152	0.0244	0.0253	0.0383
198	0.0141	0.0213	0.0240	0.0351
199	0.0434	0.0651	0.0805	0.1123
200	0.0748	0.1162	0.1365	0.1942
201	0.0586	0.0852	0.1080	0.1496
202	0.0254	0.0331	0.0482	0.0637
203	0.0084	0.0147	0.0168	0.0238
204	0.0066	0.0123	0.0135	0.0195
205	0.0120	0.0194	0.0212	0.0312
206	0.0116	0.0182	0.0201	0.0295
207	0.0104	0.0178	0.0203	0.0289
208	0.0080	0.0147	0.0181	0.0247
209	0.0032	0.0059	0.0075	0.0101
210	0.0021	0.0011	0.0010	0.0026
211	0.0018	0.0066	0.0078	0.0104
212	0.0086	0.0160	0.0196	0.0267
213	0.0142	0.0218	0.0265	0.0372
214	0.0162	0.0242	0.0272	0.0398
215	0.0140	0.0188	0.0230	0.0328
216	0.0142	0.0176	0.0241	0.0330
217	0.0137	0.0186	0.0250	0.0341
218	0.0097	0.0147	0.0186	0.0256
219	0.0044	0.0074	0.0082	0.0119
220	0.0019	0.0007	0.0011	0.0023
221	0.0044	0.0016	0.0030	0.0056
222	0.0087	0.0098	0.0127	0.0183
223	0.0097	0.0126	0.0155	0.0222
224	0.0064	0.0067	0.0083	0.0125
225	0.0053	0.0053	0.0063	0.0098
226	0.0064	0.0109	0.0126	0.0178
227	0.0050	0.0113	0.0144	0.0190
228	0.0093	0.0170	0.0221	0.0293
229	0.0117	0.0219	0.0271	0.0368
230	0.0068	0.0156	0.0186	0.0252
231	0.0042	0.0075	0.0096	0.0129
232	0.0039	0.0060	0.0075	0.0104
233	0.0060	0.0071	0.0102	0.0138
234	0.0069	0.0094	0.0126	0.0172
235	0.0053	0.0082	0.0116	0.0151
236	0.0069	0.0114	0.0148	0.0199
237	0.0055	0.0086	0.0119	0.0157
238	0.0034	0.0042	0.0033	0.0064
239	0.0054	0.0074	0.0063	0.0111
240	0.0032	0.0043	0.0039	0.0066
241	0.0036	0.0054	0.0066	0.0093
242	0.0080	0.0104	0.0165	0.0211
243	0.0115	0.0164	0.0236	0.0309
244	0.0095	0.0152	0.0212	0.0278
245	0.0049	0.0124	0.0131	0.0187
246	0.0088	0.0142	0.0134	0.0214
247	0.0146	0.0203	0.0242	0.0348
248	0.0127	0.0194	0.0242	0.0335
249	0.0067	0.0114	0.0163	0.0210
250	0.0021	0.0036	0.0098	0.0107
251	0.0056	0.0093	0.0105	0.0151
252	0.0065	0.0127	0.0142	0.0201
253	0.0105	0.0157	0.0188	0.0267
254	0.0075	0.0084	0.0189	0.0220
255	0.0148	0.0255	0.0348	0.0457
256	0.0172	0.0285	0.0384	0.0508
257	0.0136	0.0211	0.0298	0.0389
258	0.0054	0.0094	0.0137	0.0174
259	0.0054	0.0079	0.0101	0.0139
260	0.0115	0.0163	0.0202	0.0284
261	0.0116	0.0157	0.0215	0.0290
262	0.0077	0.0104	0.0144	0.0194
263	0.0033	0.0046	0.0030	0.0064
264	0.0035	0.0073	0.0092	0.0123
265	0.0045	0.0089	0.0082	0.0129
266	0.0069	0.0089	0.0138	0.0178
267	0.0186	0.0282	0.0348	0.0484
268	0.0182	0.0281	0.0355	0.0488
269	0.0123	0.0202	0.0261	0.0352
270	0.0090	0.0164	0.0197	0.0272
271	0.0066	0.0116	0.0129	0.0185
272	0.0067	0.0074	0.0125	0.0160
273	0.0102	0.0130	0.0191	0.0252
274	0.0101	0.0154	0.0200	0.0272
275	0.0082	0.0117	0.0170	0.0222
276	0.0125	0.0155	0.0208	0.0288
277	0.0154	0.0236	0.0254	0.0380
278	0.0127	0.0204	0.0218	0.0324
279	0.0064	0.0083	0.0120	0.0160
280	0.0031	0.0020	0.0061	0.0071
281	0.0068	0.0081	0.0140	0.0175
282	0.0132	0.0166	0.0239	0.0320
283	0.0132	0.0178	0.0245	0.0330
284	0.0147	0.0217	0.0274	0.0380
285	0.0112	0.0175	0.0203	0.0291
286	0.0028	0.0046	0.0061	0.0082
287	0.0118	0.0165	0.0199	0.0284
288	0.0090	0.0113	0.0144	0.0204
289	0.0087	0.0088	0.0127	0.0177
290	0.0096	0.0115	0.0178	0.0233
291	0.0070	0.0126	0.0157	0.0213
292	0.0075	0.0154	0.0168	0.0240
293	0.0120	0.0195	0.0246	0.0336
294	0.0146	0.0214	0.0291	0.0390
295	0.0122	0.0152	0.0247	0.0314
296	0.0107	0.0162	0.0175	0.0261
297	0.0105	0.0281	0.0227	0.0376
298	0.0749	0.0973	0.1628	0.2039
299	0.2601	0.3975	0.4999	0.6896
300	0.3640	0.5784	0.6882	0.9699
301	0.2346	0.3578	0.4601	0.6283
302	0.0664	0.0876	0.1505	0.1863
303	0.0099	0.0281	0.0284	0.0412
304	0.0044	0.0099	0.0076	0.0133
305	0.0109	0.0150	0.0209	0.0279
306	0.0164	0.0281	0.0310	0.0449
307	0.0163	0.0272	0.0312	0.0445
308	0.0118	0.0179	0.0211	0.0301
309	0.0077	0.0093	0.0138	0.0183
310	0.0092	0.0126	0.0138	0.0208
311	0.0093	0.0133	0.0128	0.0207
312	0.0078	0.0097	0.0115	0.0169
313	0.0056	0.0041	0.0094	0.0117
314	0.0067	0.0087	0.0127	0.0168
315	0.0055	0.0087	0.0126	0.0163
316	0.0061	0.0100	0.0136	0.0179
317	0.0080	0.0144	0.0159	0.0229
318	0.0142	0.0228	0.0275	0.0384
319	0.0149	0.0234	0.0280	0.0395
320	0.0056	0.0072	0.0087	0.0126
321	0.0057	0.0075	0.0111	0.0146
322	0.0073	0.0086	0.0158	0.0194
323	0.0093	0.0137	0.0182	0.0246
324	0.0091	0.0134	0.0165	0.0231
325	0.0055	0.0082	0.0111	0.0148
326	0.0020	0.0018	0.0034	0.0043
327	0.0052	0.0079	0.0052	0.0108
328	0.0067	0.0128	0.0115	0.0185
329	0.0048	0.0085	0.0109	0.0147
330	0.0049	0.0045	0.0097	0.0118
331	0.0006	0.0017	0.0043	0.0046
332	0.0063	0.0096	0.0115	0.0163
333	0.0062	0.0086	0.0112	0.0154
334	0.0067	0.0087	0.0117	0.0160
335	0.0091	0.0126	0.0159	0.0222
336	0.0059	0.0079	0.0088	0.0132
337	0.0052	0.0103	0.0101	0.0154
338	0.0122	0.0188	0.0211	0.0308
339	0.0113	0.0162	0.0164	0.0256
340	0.0047	0.0097	0.0113	0.0157
341	0.0214	0.0319	0.0377	0.0538
342	0.0258	0.0322	0.0439	0.0602
343	0.0218	0.0273	0.0379	0.0516
344	0.0187	0.0289	0.0335	0.0480
345	0.0207	0.0328	0.0356	0.0526
