Frequency [Hz]	 X-Axis [uT]	Y-Axis [uT]	Z-Axis [uT]	Total [uT]
0	-56.4953	54.6014	-31.3082	84.5768
1	0.8319	2.4982	0.2263	2.6428
2	0.1416	0.8445	0.2367	0.8884
3	0.1280	0.5892	0.1643	0.6249
4	0.1075	0.5679	0.2055	0.6134
5	0.0420	0.3972	0.1630	0.4314
6	0.0580	0.4042	0.2605	0.4843
7	0.0642	0.1680	0.1108	0.2113
8	0.0511	0.2863	0.1528	0.3285
9	0.0178	0.1663	0.0383	0.1716
10	0.0487	0.1011	0.0416	0.1196
11	0.0320	0.0744	0.0392	0.0900
12	0.0316	0.1115	0.0135	0.1167
13	0.0103	0.0763	0.0269	0.0815
14	0.0254	0.0789	0.0103	0.0835
15	0.0162	0.0771	0.0083	0.0792
16	0.0169	0.0770	0.0211	0.0816
17	0.0190	0.0701	0.0095	0.0733
18	0.0237	0.0765	0.0074	0.0804
19	0.0228	0.0708	0.0057	0.0745
20	0.0174	0.0591	0.0095	0.0623
21	0.0136	0.0583	0.0095	0.0606
22	0.0139	0.0574	0.0040	0.0592
23	0.0057	0.0387	0.0079	0.0399
24	0.0088	0.0445	0.0104	0.0465
25	0.0078	0.0427	0.0094	0.0444
26	0.0130	0.0445	0.0073	0.0469
27	0.0044	0.0370	0.0075	0.0380
28	0.0098	0.0449	0.0044	0.0462
29	0.0024	0.0359	0.0094	0.0372
30	0.0112	0.0424	0.0038	0.0440
31	0.0077	0.0414	0.0082	0.0429
32	0.0070	0.0344	0.0080	0.0360
33	0.0125	0.0398	0.0065	0.0422
34	0.0084	0.0361	0.0059	0.0375
35	0.0053	0.0275	0.0062	0.0287
36	0.0076	0.0323	0.0050	0.0336
37	0.0028	0.0235	0.0063	0.0245
38	0.0092	0.0329	0.0026	0.0343
39	0.0063	0.0341	0.0033	0.0349
40	0.0021	0.0284	0.0037	0.0288
41	0.0060	0.0300	0.0007	0.0306
42	0.0047	0.0276	0.0056	0.0286
43	0.0108	0.0311	0.0023	0.0330
44	0.0064	0.0234	0.0085	0.0257
45	0.0108	0.0307	0.0013	0.0325
46	0.0056	0.0246	0.0079	0.0265
47	0.0016	0.0215	0.0057	0.0223
48	0.0062	0.0252	0.0012	0.0259
49	0.0082	0.0280	0.0038	0.0294
50	0.0206	0.0327	0.0283	0.0478
51	0.0090	0.0222	0.0073	0.0251
52	0.0033	0.0185	0.0050	0.0194
53	0.0103	0.0250	0.0010	0.0270
54	0.0094	0.0271	0.0013	0.0287
55	0.0037	0.0164	0.0032	0.0171
56	0.0081	0.0265	0.0019	0.0278
57	0.0046	0.0186	0.0028	0.0193
58	0.0047	0.0214	0.0007	0.0219
59	0.0010	0.0144	0.0051	0.0153
60	0.0022	0.0158	0.0064	0.0172
61	0.0041	0.0174	0.0052	0.0186
62	0.0038	0.0186	0.0038	0.0193
63	0.0053	0.0195	0.0031	0.0205
64	0.0035	0.0181	0.0024	0.0186
