90.3,0.4,92.7,0.3,95,0.4,0
105.4,0.5,122.6,0.7,75.3,0.8,0
83.3,0.5,84.4,0.6,75.4,0.6,0
53,0.5,50.7,0.4,50.7,0.4,0
93.3,1.2,55.2,1.3,59.3,0.8,0.5
93.3,1.2,96.8,1.5,98.5,1.5,0.5
95,2,109.5,2.2,111.3,3.1,1
100.5,2.1,98.3,2.5,100.2,2.3,1
