Frequency [Hz]	 X-Axis [uT]	Y-Axis [uT]	Z-Axis [uT]	Total [uT]
299	0.0014	0.0005	0.0011	0.0018
300	0.0013	0.0014	0.0018	0.0026
301	0.0022	0.0023	0.0004	0.0032
302	0.0025	0.0015	0.0005	0.0029
303	0.0009	0.0001	0.0006	0.0011
304	0.0003	0.0008	0.0016	0.0018
305	0.0010	0.0016	0.0010	0.0021
306	0.0011	0.0007	0.0012	0.0018
307	0.0008	0.0008	0.0018	0.0021
308	0.0018	0.0004	0.0025	0.0031
309	0.0002	0.0004	0.0018	0.0019
310	0.0006	0.0003	0.0022	0.0023
311	0.0006	0.0009	0.0017	0.0020
312	0.0011	0.0012	0.0015	0.0022
313	0.0004	0.0009	0.0011	0.0015
314	0.0002	0.0016	0.0016	0.0023
315	0.0009	0.0003	0.0014	0.0017
316	0.0009	0.0011	0.0021	0.0025
317	0.0009	0.0008	0.0022	0.0025
318	0.0004	0.0028	0.0007	0.0030
319	0.0008	0.0029	0.0018	0.0035
320	0.0016	0.0021	0.0012	0.0029
321	0.0011	0.0002	0.0009	0.0014
322	0.0004	0.0011	0.0017	0.0021
323	0.0011	0.0009	0.0019	0.0024
324	0.0011	0.0017	0.0019	0.0028
325	0.0011	0.0007	0.0009	0.0016
326	0.0007	0.0008	0.0006	0.0012
327	0.0006	0.0006	0.0025	0.0026
328	0.0005	0.0014	0.0007	0.0017
329	0.0016	0.0001	0.0005	0.0017
330	0.0008	0.0014	0.0021	0.0026
331	0.0008	0.0008	0.0014	0.0018
332	0.0009	0.0011	0.0028	0.0031
333	0.0001	0.0016	0.0013	0.0021
334	0.0012	0.0005	0.0006	0.0014
335	0.0010	0.0017	0.0013	0.0024
336	0.0012	0.0011	0.0011	0.0019
337	0.0012	0.0022	0.0002	0.0025
338	0.0015	0.0006	0.0022	0.0027
339	0.0011	0.0011	0.0010	0.0018
340	0.0020	0.0011	0.0014	0.0027
341	0.0008	0.0005	0.0005	0.0011
342	0.0003	0.0010	0.0014	0.0018
343	0.0012	0.0006	0.0019	0.0023
344	0.0016	0.0004	0.0002	0.0017
345	0.0019	0.0007	0.0021	0.0029
346	0.0001	0.0015	0.0016	0.0021
347	0.0009	0.0028	0.0007	0.0030
348	0.0022	0.0008	0.0008	0.0025
349	0.0008	0.0001	0.0015	0.0017
350	0.0001	0.0022	0.0009	0.0024
351	0.0013	0.0007	0.0027	0.0031
352	0.0004	0.0004	0.0011	0.0012
353	0.0011	0.0013	0.0017	0.0024
354	0.0005	0.0009	0.0012	0.0016
355	0.0015	0.0012	0.0010	0.0022
356	0.0014	0.0016	0.0010	0.0024
357	0.0017	0.0010	0.0005	0.0020
358	0.0025	0.0009	0.0015	0.0030
359	0.0019	0.0016	0.0004	0.0025
360	0.0009	0.0016	0.0010	0.0021
361	0.0010	0.0013	0.0022	0.0027
362	0.0005	0.0016	0.0025	0.0030
363	0.0008	0.0017	0.0016	0.0025
364	0.0010	0.0003	0.0016	0.0019
365	0.0017	0.0017	0.0010	0.0026
366	0.0016	0.0012	0.0011	0.0023
367	0.0019	0.0007	0.0017	0.0026
368	0.0023	0.0003	0.0012	0.0027
369	0.0022	0.0005	0.0007	0.0024
370	0.0010	0.0014	0.0006	0.0019
371	0.0011	0.0013	0.0008	0.0019
372	0.0014	0.0012	0.0003	0.0019
373	0.0015	0.0011	0.0008	0.0020
374	0.0009	0.0016	0.0009	0.0020
375	0.0004	0.0005	0.0004	0.0008
376	0.0007	0.0011	0.0022	0.0025
377	0.0013	0.0009	0.0014	0.0021
378	0.0015	0.0006	0.0005	0.0017
379	0.0011	0.0008	0.0011	0.0017
380	0.0013	0.0005	0.0010	0.0017
381	0.0011	0.0013	0.0009	0.0019
382	0.0008	0.0010	0.0007	0.0015
383	0.0005	0.0018	0.0009	0.0021
384	0.0011	0.0015	0.0014	0.0023
385	0.0009	0.0010	0.0016	0.0021
386	0.0017	0.0012	0.0008	0.0022
387	0.0011	0.0008	0.0011	0.0017
388	0.0008	0.0013	0.0004	0.0015
389	0.0020	0.0016	0.0002	0.0026
390	0.0014	0.0015	0.0005	0.0021
391	0.0004	0.0016	0.0014	0.0021
392	0.0012	0.0005	0.0001	0.0013
393	0.0011	0.0007	0.0005	0.0014
394	0.0010	0.0024	0.0012	0.0029
